system:index,Greenness,Greenness_1,Greenness_10,Greenness_11,Greenness_12,Greenness_13,Greenness_14,Greenness_15,Greenness_16,Greenness_17,Greenness_18,Greenness_19,Greenness_2,Greenness_20,Greenness_21,Greenness_22,Greenness_23,Greenness_24,Greenness_25,Greenness_26,Greenness_27,Greenness_28,Greenness_29,Greenness_3,Greenness_30,Greenness_31,Greenness_32,Greenness_4,Greenness_5,Greenness_6,Greenness_7,Greenness_8,Greenness_9,VALUE,.geo
00000000000000000000_0,569.8271,871.38324,302.3151,357.6632,1499.6473,528.1708,549.1224,622.5456,408.3526,994.1078,1000.4394,657.146,684.9941,465.573,513.2912,690.3834,745.4684,599.6717,597.8331,637.4313,442.1212,1052.8809,1589.5074,1001.67957,719.5278,1209.186,738.95605,922.9197,1354.1244,885.3857,397.8514,387.96973,1238.3824,1.0,
00000000000000000001_0,520.27106,1003.3332,245.2668,830.1774,384.70566,767.7966,248.6223,922.8535,889.805,889.049,751.5492,795.8756,989.24,525.8458,413.4602,815.242,829.1123,919.0584,887.2488,918.7403,784.5005,639.8521,1151.7272,919.2658,1041.6802,947.4007,1002.276,872.1051,1089.3043,1021.5734,1258.912,593.5598,814.9176,1.0,
00000000000000000002_0,2044.3008,2311.0793,2067.9785,2059.3323,2125.409,2061.0642,2037.8723,1895.2075,1889.4136,1650.0403,1875.8875,1481.4076,1916.6719,1433.0706,1741.9983,1972.3315,2091.1265,2023.1346,1984.2205,1870.2659,1615.7915,2214.7847,2334.102,2364.4077,2259.3672,2128.5386,2279.745,2161.8215,2373.856,2001.8628,2130.463,2115.1824,1957.5223,1.0,
00000000000000000003_0,181.8763,891.9521,220.2093,684.5873,871.528,552.9225,295.1892,547.13043,522.77783,849.8898,453.0758,313.6972,1284.4879,249.0446,175.52756,497.95264,689.8013,725.4596,298.3389,964.0546,526.5688,201.2776,1143.5424,882.8791,1022.8348,312.2134,893.07556,237.0903,1376.4082,971.9927,1088.4755,365.6084,864.1336,1.0,
00000000000000000004_0,1560.9509,1648.9314,1261.1431,1495.3745,1740.675,1637.7825,1239.4436,1168.8058,1267.1241,1322.4647,1236.4515,1181.5999,1788.0814,1462.2256,1279.749,1332.3965,1465.1289,1583.7825,1347.0684,1399.0789,1105.3005,2073.2861,1849.691,1778.1089,2023.6157,1863.7198,1680.5498,1896.8608,1793.2402,1729.992,1666.2344,1341.2626,1660.9375,1.0,
00000000000000000005_0,1688.0342,2021.6008,1210.0996,1348.1455,1106.7666,1262.9489,1025.59,1107.4951,1202.4705,1345.2787,1393.4949,1124.8606,2043.7157,1455.2146,937.34656,1181.2733,1175.9352,1644.96,1608.2222,1259.4761,1331.6586,1044.7145,1809.9492,1053.3372,1612.1317,2124.3542,1657.8235,1178.0187,1946.7776,1345.5994,1512.5177,1058.4551,1440.3176,1.0,
00000000000000000006_0,1116.9117,1406.149,684.28876,1176.4751,1855.0941,1283.4764,938.4594,977.499,1065.8698,1337.9862,1095.8335,975.3361,1168.3806,1010.03613,792.5853,1061.3741,1160.4724,968.1438,1325.0762,884.03015,944.98254,1372.0432,1722.6888,1481.6421,1047.3162,1329.2211,1350.686,1356.6116,1949.6057,1157.5293,1065.3344,596.5411,1743.2996,1.0,
00000000000000000007_0,1741.6353,1441.0717,807.372,860.0381,1095.5233,979.0182,953.8589,904.4852,949.2822,813.4269,892.768,1071.6774,1399.5093,1065.353,989.2342,941.87555,861.2912,1210.5568,923.8427,996.11743,773.5594,1143.7588,1303.8787,1423.3444,1327.5078,1408.7688,1348.0247,952.62665,1034.1663,1121.2101,868.9767,745.24554,764.1644,1.0,
00000000000000000008_0,406.31213,1571.593,248.8855,766.67474,552.5351,1050.0706,881.548,1135.2788,1021.3501,857.4052,1111.4001,1039.6776,1507.7891,1083.3466,1037.2793,1184.7651,1177.5717,1337.2052,1309.5092,1145.1158,1093.3643,1520.2163,1752.6554,1662.1221,1645.8827,1532.8871,1596.1083,682.7804,1770.5498,1103.3823,1118.8665,1355.9116,1421.4326,1.0,
00000000000000000009_0,1798.9607,2127.8381,1276.0754,1390.5848,1432.9707,1350.9067,1219.405,1149.3862,1266.3625,1174.5548,1158.8538,1199.2513,1527.6404,1040.981,1175.3727,1065.0289,1351.8716,1421.8575,1402.8071,1075.305,911.1664,1209.0127,1837.9099,1413.5228,1754.7817,1223.7556,1598.1006,1405.4653,1257.9784,1501.9427,1431.6151,1450.4362,1727.1998,1.0,
0000000000000000000a_0,275.87634,392.6796,245.5875,330.78775,306.1043,257.3911,290.4167,267.68677,265.61353,315.4982,236.7945,255.62305,288.8872,280.137,229.29825,365.24268,472.014,279.83618,310.1554,272.3906,251.2704,263.5942,315.9203,437.79056,395.5011,296.8673,369.56372,220.57071,356.38428,288.66754,504.2657,376.38934,333.1072,1.0,
0000000000000000000b_0,673.6353,1170.9806,477.4542,1094.3127,1281.9517,1150.2286,610.33905,1163.6394,1011.1477,933.6355,959.0466,931.8166,1720.7756,645.7684,527.5579,1232.2402,1295.4211,1033.2257,1335.0468,1305.1245,1209.4054,1006.0913,2012.3339,1497.6798,1820.3428,1541.6454,1555.4294,946.7687,1494.8789,1537.1469,1600.895,1360.712,1195.9708,1.0,
0000000000000000000c_0,1233.5741,1536.3774,892.2009,1261.8022,1293.7815,961.3281,778.8055,1118.499,1185.8983,1101.7014,941.42786,1111.1185,692.95703,903.0271,919.8609,1106.937,1077.8844,1072.0674,1103.1903,908.91486,635.5659,1141.6615,1369.2917,1348.2544,1672.2527,1245.9478,1369.4701,1356.6322,1745.1095,1240.1597,1317.0688,907.264,1312.617,1.0,
0000000000000000000d_0,2204.8833,2076.8862,2327.0479,2151.525,2312.0605,1987.0049,1884.2734,1528.0491,1749.6711,1111.4032,1496.8126,1444.2286,1992.3936,1913.4966,1832.6194,1706.9943,1782.1819,1790.3043,1774.0367,1821.711,1348.762,2164.8213,2127.2288,2045.7576,2213.0596,2136.7239,2340.362,2344.13,1801.0806,1891.0105,1811.4688,1854.6909,1740.5531,1.0,
0000000000000000000e_0,2025.5305,2146.441,2222.738,1917.1877,2083.313,2061.359,1873.2041,1807.9573,1844.1476,1834.5326,1894.8326,1946.7422,2271.545,1983.0316,2008.7083,1929.9738,1826.439,1982.349,2092.6436,2035.2966,1987.9696,2391.8984,2503.4578,2411.1172,2385.0034,2498.9485,2454.556,2536.4558,2415.2188,2332.869,2308.5781,2106.218,1968.5754,1.0,
0000000000000000000f_0,1850.033,2097.8389,505.3724,1512.8818,1821.0605,1923.0693,1651.953,1855.4637,1783.0842,1648.4928,1840.4934,1753.6787,2226.573,1793.9712,1689.2974,1794.6863,1677.1888,1807.5466,1858.7036,1689.0312,1518.76,1972.9803,2104.916,2293.0332,2118.79,2135.612,2163.6643,2092.6565,1037.7452,1805.6184,1851.2198,1934.3779,1676.819,1.0,
00000000000000000010_0,1115.8518,1913.1364,1540.2605,1302.3689,1056.4341,1711.9211,1337.6589,1398.7208,454.1912,1383.5796,1159.852,1140.8573,1856.8921,911.7024,1033.3015,1074.5504,1020.53564,1145.1793,1317.9888,1033.9515,530.7654,1171.0792,1800.1392,2117.9512,1773.4962,1033.1653,1293.117,2403.0254,2331.4727,1301.7747,1430.8636,1438.8655,1832.2683,1.0,
00000000000000000012_0,1679.883,1977.161,1732.4448,1774.8613,1915.4202,1894.8071,1709.1354,1947.0583,1539.1793,1522.849,1769.7643,1768.0599,1948.5428,1754.0834,1709.7847,1756.0627,1835.1246,1770.7343,2090.287,1619.8995,1367.7228,1408.8943,1705.7867,2118.635,2228.3772,1754.1946,1834.5784,1815.9054,1620.2649,1882.9768,1941.1377,2016.5037,1773.384,1.0,
00000000000000000013_0,866.4492,1925.2711,1432.9974,1525.7849,1528.2828,1580.254,1365.1068,1289.857,1233.9043,1047.9048,1310.3333,1260.0809,2030.4762,1442.1765,1399.5038,1277.9657,1303.0808,1548.9109,1396.8511,1427.5674,1102.816,1542.2634,1815.6536,2214.4758,1896.6926,1718.7239,1852.4359,1816.6829,1974.1715,1916.9637,1772.945,1091.2427,1473.2815,1.0,
00000000000000000014_0,1320.8488,2073.6753,1800.9491,1848.9088,2289.3308,1755.2134,1883.5803,1451.7761,1350.0236,1551.1783,1481.31,1653.3625,1982.0565,1898.5486,1681.4355,1599.3251,1499.6472,1856.633,1720.7456,1809.7583,1533.1588,1925.606,2072.043,1577.9406,2079.541,2217.5068,2043.0292,1622.9791,1999.1926,1861.5474,1383.2451,1659.7574,1889.6649,1.0,
00000000000000000015_0,2614.8442,2470.735,2679.9392,2116.9053,1995.021,2209.913,2094.2593,1811.7222,1852.272,1717.4591,1978.375,2060.312,2682.6204,2018.4026,1993.1816,1883.342,1806.8318,2112.9434,2424.6177,2109.9236,1791.4818,2562.4114,2436.2393,2427.4768,2375.4866,2482.3203,2369.1526,2731.944,2363.162,2353.5896,1336.7753,1788.1943,2459.5635,1.0,
00000000000000000018_0,1438.6053,1150.495,984.1301,1033.7395,1293.5638,1197.6014,958.7487,726.2099,885.3533,839.226,614.8336,1100.518,1174.3735,1189.7408,878.7134,1085.5574,928.99066,1270.9395,1232.2744,1059.4746,814.8608,1555.3503,1432.3973,1361.346,1298.009,1541.0544,1677.1584,1530.8536,1080.472,1052.5009,1061.8477,1132.2449,927.419,1.0,
00000000000000000019_0,1135.2712,1599.658,1003.1303,1425.3838,1769.7737,1361.3918,1292.3416,1380.7617,1227.2959,1439.0835,1412.166,1378.045,1439.9089,1241.4651,1301.7874,1332.9968,1179.39,1387.5555,1571.741,1625.2789,936.1664,1558.6794,1779.608,1631.3761,1620.1854,1608.4447,1804.9895,1433.3164,1794.5986,1501.5493,1111.0728,408.0577,1809.5942,1.0,
0000000000000000001a_0,1605.5587,1547.1792,1467.2812,1368.6462,1475.7528,1508.019,999.7282,1226.8398,1130.7866,735.15173,1125.3215,995.4852,1452.9751,1134.8228,1009.1175,716.77,516.3748,857.905,1175.2368,1090.7102,1007.2428,1400.9825,1295.2126,834.9851,1390.8853,1661.6343,1522.3534,1468.3271,1272.0594,1403.382,562.0386,1010.3882,1293.9834,1.0,
0000000000000000001b_0,915.5749,1391.8427,732.2849,1119.9358,1468.3145,1244.9495,1115.5637,1159.8014,1233.8632,1177.9922,1139.057,1186.7495,1326.773,1200.1615,1020.56274,1218.778,1516.331,1247.6543,1248.8254,1332.0754,1095.8896,1246.7288,1623.811,1579.8021,1518.4082,1333.7589,1388.5883,1173.6796,1584.6039,1031.5046,1420.9011,1409.0908,1222.4272,1.0,
0000000000000000001c_0,1759.4521,2384.8745,1966.9106,1819.2347,2108.3003,2185.7764,2028.1595,1828.9761,1389.031,1555.1147,1402.3969,1373.4996,2252.4304,1668.1461,1646.8049,1724.6326,1477.7471,1673.9353,1843.4648,1528.1274,1681.0668,2453.606,2259.353,2340.8772,2167.4878,2614.9077,2944.796,2897.4766,2330.3923,2008.4456,1868.8987,1782.554,2467.6855,1.0,
0000000000000000001d_0,2720.5334,2845.2974,1927.3638,2848.4922,2010.748,2165.2053,1747.7316,1480.7019,1205.3885,1758.1184,1619.2003,1205.394,2744.916,1672.3282,1993.1996,1551.1482,1659.769,2284.7954,1899.2664,1983.2933,1644.4354,1921.779,1092.1884,2812.3125,1527.7705,1470.7649,1847.3718,3025.202,2894.0498,2765.2546,2171.0942,2247.27,2227.2104,1.0,
0000000000000000001f_0,2764.8672,2545.0579,1854.4817,1506.38,1861.534,1564.029,1779.771,990.513,1213.7974,1439.318,1255.0281,1462.201,2264.4612,1351.9724,1556.6422,1496.0868,1654.6964,1645.4438,1761.8124,1376.437,1148.704,1727.0515,1731.0151,2172.9983,2079.295,2262.2927,1902.5991,1916.569,2393.6492,1586.7872,1434.2234,1823.5361,1706.0175,1.0,
00000000000000000020_0,1882.6552,1846.7407,2077.1921,1901.3033,1919.7908,2072.4849,1597.0269,1767.542,1407.8683,-162.3834,747.00854,1150.7544,1680.8958,1238.1412,1054.8337,914.7704,923.1162,910.2871,1111.7197,1300.4541,1126.552,239.97,811.9756,1780.98,854.3242,899.4263,1062.2548,2449.0815,2392.56,2025.8209,1580.9363,1885.1064,2086.4016,1.0,
00000000000000000021_0,1449.8599,1805.6798,901.91174,1385.6809,896.5741,1150.4205,1082.0132,741.8656,1076.4023,1231.8868,1312.8905,1523.7141,1574.065,1242.5619,1151.7942,1187.745,1074.6422,1101.5652,1151.1884,1258.4269,1063.4462,1212.1215,1746.7905,1301.279,1811.4362,1599.9167,1576.3762,1837.7556,1872.7505,1032.8529,1421.5704,1447.7129,1263.9215,1.0,
00000000000000000022_0,1254.4489,1683.5453,1275.8945,1498.6493,1826.2418,1654.3623,1392.2216,1314.0225,1500.3356,1416.8971,1300.4016,1524.3308,1670.862,1544.8605,1502.1304,1530.1824,1424.2275,1824.6099,1674.524,1599.2367,1289.7505,2080.9053,1906.2131,1697.7264,1499.8252,1636.088,1927.4865,1627.1049,1744.7437,1428.0513,1371.8635,1375.5804,1859.9062,1.0,
00000000000000000023_0,2957.2832,2922.3396,2457.3958,2479.835,2201.3416,2384.1646,1913.6338,1104.0441,1220.8862,1429.3282,1036.194,1211.7983,2990.2126,1738.6368,1285.3036,1373.4663,1350.793,1609.2551,1941.7737,1460.1105,833.045,1679.9661,1629.7336,3019.274,1766.9888,1893.5898,2030.9595,770.5348,2418.738,2270.3762,1824.5652,2004.425,1654.5642,1.0,
00000000000000000025_0,771.005,1667.9528,271.2325,609.15405,1374.9481,832.5576,421.2375,973.5122,601.2006,810.3712,788.5562,846.05676,1712.2533,685.6022,461.3682,801.01105,601.9824,716.2405,969.759,726.3635,480.31842,896.8777,1250.1096,1655.7253,976.3575,1391.5149,1121.9156,1782.9996,1623.9535,1953.6797,620.9412,1154.4342,1914.8479,1.0,
00000000000000000027_0,1841.8439,2282.1653,1808.0198,2201.7295,1932.2488,1392.3944,1446.1647,1514.9088,1232.858,1103.5056,1283.0037,1446.7354,2245.771,1278.505,1542.4855,1714.2501,1538.0632,1843.9681,1762.8928,1638.9805,1224.3954,1780.4573,1878.6503,2060.8916,2327.3528,2018.7976,2072.8213,1930.9192,2605.024,1846.1865,2026.6182,1722.7797,1590.039,1.0,
00000000000000000028_0,1142.73,1528.9757,1084.8925,1372.5076,1650.6191,1113.8757,1089.004,1063.4718,1099.1775,1206.3352,1233.8036,1379.8429,1321.7678,1250.3741,1163.5629,1313.0398,1238.9894,1427.4866,1588.699,1391.7181,1232.882,1484.4749,1769.167,1585.0739,1569.668,1792.4935,1662.6677,1736.6298,1473.5422,1178.6094,1420.158,1161.6562,1618.9254,1.0,
00000000000000000029_0,1473.0326,1961.406,1997.8785,2000.0133,1772.2123,1678.8344,1637.5854,1513.946,1570.1188,1453.7819,1731.3358,2006.5947,1694.3516,1825.5458,1899.0944,1385.8712,1872.1989,1518.6046,1882.282,1698.3293,1583.8062,2169.2646,2128.4993,1397.7438,2158.0732,2028.8943,2290.1184,2481.6616,2006.0693,2052.9236,1632.2522,1431.6531,1900.4939,1.0,
0000000000000000002a_0,1381.402,1445.5336,1451.6053,1530.9128,1897.707,1428.7092,845.7732,1263.3883,1238.3127,1291.6644,1058.694,1284.6088,1616.2439,1439.265,1377.9595,1288.4023,1301.6146,1554.8604,1437.5154,1513.7678,1451.6979,1740.1267,1663.2861,1498.6492,1828.0613,2120.3577,1871.9001,1751.1671,1751.4668,1531.718,1527.8806,1560.0771,1709.9939,1.0,
0000000000000000002b_0,684.70447,464.3453,2299.4067,2052.24,1762.1938,836.0294,385.11575,440.49506,659.1775,769.4722,1116.7819,1263.8914,401.57147,968.96716,643.9128,646.4564,904.08453,859.9528,937.3435,912.2223,644.0864,985.1091,1079.312,450.58936,1475.0842,1221.7596,223.7245,409.08118,1031.483,522.9244,487.36426,897.0169,1432.1115,1.0,
0000000000000000002c_0,2790.6372,1398.5868,3201.7805,3037.4849,3012.045,2803.456,2411.5715,2362.4556,2340.5552,2095.2207,2272.421,941.2494,2938.1108,2371.425,1668.482,1306.604,1562.6669,2068.1714,1670.0449,1591.853,1570.5298,1943.9202,2032.7181,3404.0483,2425.0955,2478.7676,2411.3796,3431.707,2931.4978,3200.0444,2651.8667,2628.4778,2758.0134,1.0,
0000000000000000002d_0,1575.6749,1528.6465,1447.4294,1522.5447,1734.117,1297.2607,1405.0688,825.92883,979.2414,1074.7014,1216.9639,1531.386,1382.2712,1459.8312,854.631,882.7036,1257.4052,1318.8956,1174.6492,1303.7697,1004.8054,1502.5576,1540.7765,1246.4891,1787.5642,1916.5114,1839.8481,1796.9434,1503.934,1632.0648,1279.605,1321.8127,1359.3802,1.0,
0000000000000000002e_0,1683.6189,1421.6335,1779.9541,1237.2253,1776.9033,1213.5265,822.8475,666.6372,243.1606,292.5642,799.9714,573.72614,1618.5979,1146.8407,1517.1093,1211.2695,1354.3853,1462.587,1391.0247,1373.2173,1160.3583,617.67664,1699.5234,1364.7731,1845.6633,1892.3623,1692.6583,1618.0826,1911.9445,1421.3774,298.49335,707.7261,1069.5756,1.0,
0000000000000000002f_0,2074.0603,2125.4006,1727.6611,1705.5968,1913.0032,1804.9268,1581.55,1497.4172,1395.1779,1550.1135,1436.0448,1360.3951,2011.5542,1446.7292,1402.1401,1417.044,1289.3477,1295.1753,1605.9084,1638.0854,1523.6246,1914.4674,2158.6975,2077.7417,2249.4219,2429.9048,2233.381,1869.0272,2622.1365,1952.4651,1870.9009,1616.9097,1953.915,1.0,
00000000000000000030_0,901.118,864.5002,668.3774,1110.1353,1758.2284,1000.2925,878.39014,876.3915,747.7198,1017.36487,1067.298,888.3827,1110.2133,956.8077,867.387,932.0878,785.9267,829.4293,1018.397,1045.3795,866.9162,1215.1973,1311.3342,1272.2281,1058.411,1323.2521,1477.6371,1371.5741,1123.786,1565.8949,783.4126,382.00574,1458.8767,1.0,
00000000000000000031_0,1624.2892,1886.9844,1748.4426,1610.2736,1835.4482,1646.1848,1714.8822,1394.0029,1462.344,1394.1086,1426.3892,1582.6487,1834.0284,1385.7048,1244.3074,1516.1798,1304.8583,1574.3608,1581.8918,1470.0132,1264.2476,1963.7766,2081.5874,1912.7163,2206.2341,1963.3575,2094.3835,1856.8156,1939.5248,1682.4635,1870.929,1672.1252,1567.9839,1.0,
00000000000000000032_0,1897.631,1932.3215,1902.518,665.8875,1457.4581,1975.9869,1682.1844,1426.9934,1901.4701,1148.9945,1453.5358,1856.439,2009.485,1275.5186,1727.029,1831.9968,1510.0582,1761.1367,1840.3999,1761.7896,1786.3232,2173.6768,2234.0771,2042.705,2263.1738,3123.5515,2656.3545,1868.6399,1950.2032,1764.7573,1929.1989,1848.8655,1948.8046,1.0,
00000000000000000034_0,1525.2288,1957.2534,1597.8579,1600.4615,1782.2567,1673.203,1469.8123,1443.7949,1454.5898,1263.5486,1382.5107,1542.1792,1856.4146,1434.7549,1431.8435,1320.7346,1329.5186,1639.1045,1431.7065,1464.6442,1029.423,1456.2483,1662.804,1968.4445,1639.1857,1507.6802,1823.49,1791.9684,1943.6515,1679.7102,2052.4744,1746.0717,1463.168,1.0,
00000000000000000035_0,1426.2114,1654.0374,1689.9111,1666.3569,1760.7412,1536.3794,1300.0319,1371.8375,1236.4753,1077.7588,1439.3029,1158.171,1588.1187,1484.1438,1323.9313,1283.036,1434.7224,1545.7388,1508.5668,1537.5338,1172.2092,1873.4269,1846.8269,1587.9446,1915.2992,2130.2244,2144.0447,1876.946,2140.2725,2011.7886,1452.2339,1278.6782,1694.8018,1.0,
00000000000000000036_0,1460.9661,1614.7509,1338.5085,1430.0548,1309.1095,1180.6809,1359.8838,903.5107,1065.44,720.7525,1071.6288,1064.087,1574.5292,1031.547,1047.1458,968.7366,965.8455,1034.7076,1070.4365,965.9073,531.3994,1050.0638,1175.916,1585.4214,1377.1362,1354.7089,1406.8888,1857.1367,1315.644,1434.5289,1474.0281,1401.8583,1201.9673,1.0,
00000000000000000037_0,145.49036,101.2204,93.19,38.2258,53.7376,92.5739,65.9768,-74.4126,-114.7218,160.4148,195.7545,112.6931,76.4294,62.345253,39.9975,101.0718,83.4884,84.1284,109.752,107.4461,134.1869,200.3949,65.6015,42.4429,-15.19875,128.8436,193.787,-30.7835,25.8998,-41.3113,29.52565,143.7303,95.727554,1.0,
00000000000000000038_0,1042.7466,1376.1545,1080.0468,1029.243,1335.5968,1021.6243,1013.1158,473.2788,754.3661,626.7074,569.41345,753.7877,1147.2682,856.8666,860.448,708.78766,628.2648,1069.814,979.7982,880.87585,666.41455,1005.7601,1128.7457,1188.6454,1170.5986,1487.7178,1293.4856,1395.0944,1310.7823,985.1835,1000.3865,833.9717,866.75854,1.0,
00000000000000000039_0,1761.7917,1689.127,1665.3214,1775.1694,2129.401,1871.3029,1794.1613,1675.332,1094.7542,1741.2869,1001.838,1509.0115,1894.573,1605.2861,1344.9209,1299.6685,778.5687,1886.8464,1423.4261,2044.9583,736.0336,1622.5942,1763.8456,1831.4608,1722.1171,2013.2532,2055.3743,2524.0322,2031.8619,1456.9391,1110.0244,1019.93304,1502.8164,1.0,
0000000000000000003a_0,2095.6958,2008.7498,1546.4666,1623.837,2017.092,1843.2667,1664.5808,1642.1399,1738.3463,1455.95,1469.3304,1437.072,1975.3428,1394.8062,1636.591,1376.846,1641.8354,1364.7993,1574.699,1613.7526,1484.0468,2259.037,2067.7341,2122.294,1881.8145,2091.38,2029.0323,2133.6763,1821.7802,1555.0526,1787.3154,1948.493,1435.6948,1.0,
0000000000000000003b_0,1727.1945,1740.976,1051.5774,1116.8442,1183.9224,1066.7747,1145.7308,894.677,812.2336,771.0218,1060.949,1106.1925,450.151,1087.8562,1102.145,829.2594,1034.7979,1090.9338,1235.6956,1032.5795,996.6724,1201.2322,1292.1577,717.7193,1285.9786,1368.9941,1345.3201,1274.0211,1474.602,1110.041,1078.7936,1003.1829,1256.1313,1.0,
0000000000000000003c_0,398.23434,2200.5645,1368.0667,1456.3986,1565.6499,1661.7966,1379.6018,1313.2968,1368.1788,1322.3949,1334.3398,1252.0413,1987.4463,1471.6223,1564.7189,1494.84,1516.8254,1615.6042,1538.8058,1641.7938,1427.3701,1938.7289,2075.9458,1981.8566,2358.4448,1915.4563,2113.2246,1817.3047,1319.3955,1824.7395,1620.4729,1626.8613,1530.5669,1.0,
0000000000000000003d_0,457.0439,1387.4224,2306.7693,1985.4033,1973.7404,1860.0912,1838.866,1014.2412,972.2949,1015.9488,998.7292,1376.88,2095.8462,1629.0581,1323.9836,1106.939,1209.4059,1483.4185,1386.77,1133.8529,1058.0426,1728.5371,1839.9648,1463.7102,1668.0039,2026.237,1971.4865,2189.2588,1832.4323,1859.5039,2077.4539,1924.4268,1937.9438,1.0,
0000000000000000003e_0,1481.5056,1661.8503,1711.7257,2023.9249,2419.0698,2201.636,2413.6199,2182.8093,1558.2593,1911.1194,2173.8555,2174.4019,1527.2537,2083.3884,2246.8228,304.4066,389.37958,1011.0108,1740.3444,1670.3904,713.8534,1750.5634,1653.6733,1726.1003,2187.3438,1421.7747,1830.5107,1648.9087,1834.389,1656.1364,1293.822,1157.6464,1488.3174,1.0,
0000000000000000003f_0,2625.1863,2282.2952,2412.7344,1887.4878,2364.267,2055.248,1886.0282,1674.9031,1703.7886,1390.1997,1678.6464,1728.1436,2259.511,1955.4633,1713.6666,1614.143,1450.2948,1874.245,2053.3518,1696.252,1490.481,2415.9565,2283.987,2170.6936,2356.913,2469.5247,2482.773,2518.7773,2150.11,2333.604,1945.8483,2021.8763,2289.3208,1.0,
00000000000000000040_0,1638.9088,1820.8562,1127.1086,1513.5007,1657.6833,1411.8658,1217.131,1215.7637,1120.1732,1004.78735,1336.2086,1303.577,1864.4512,1433.9471,1191.8022,1100.3494,1263.4395,1477.1311,1419.6289,1312.4496,1168.4633,1599.5376,1813.8843,1808.7385,1783.4869,1622.4973,1311.9287,1815.2764,2187.0874,2035.3705,1484.6047,1491.2634,1164.6018,1.0,
00000000000000000041_0,1380.2974,1417.5804,1037.5258,812.4541,1049.1046,1212.3187,1098.9929,1013.43787,1177.9604,935.2221,1173.9332,1212.0338,1329.1082,1113.5818,890.9507,1137.5548,1049.8118,950.8977,974.2656,1092.1881,1048.52,1122.2584,1362.3213,1344.4813,1333.5872,1417.7483,1469.9476,1339.8839,1355.3569,1291.0264,1224.1665,976.73834,1038.1565,1.0,
00000000000000000042_0,1637.4248,2081.4685,1894.3386,1951.104,1990.2811,1794.258,1691.0581,1670.4619,1589.753,1031.6993,962.6625,1461.3711,2492.79,1330.6614,1503.9558,1387.3766,1490.2681,1849.7056,1477.2196,1845.3977,1461.1398,1912.1409,1663.5968,2482.3416,1322.0217,1107.6575,2173.2412,2524.066,2161.1187,2265.103,2123.243,2036.6228,2039.5201,1.0,
