system:index,GREEN,GREEN_1,GREEN_10,GREEN_11,GREEN_12,GREEN_13,GREEN_14,GREEN_15,GREEN_16,GREEN_17,GREEN_18,GREEN_19,GREEN_2,GREEN_20,GREEN_21,GREEN_22,GREEN_23,GREEN_24,GREEN_25,GREEN_26,GREEN_27,GREEN_28,GREEN_29,GREEN_3,GREEN_30,GREEN_31,GREEN_32,GREEN_4,GREEN_5,GREEN_6,GREEN_7,GREEN_8,GREEN_9,VALUE,.geo
00000000000000000000_0,229.5,227.0,145.0,258.0,240.0,192.0,357.0,192.0,174.0,211.0,248.0,310.0,211.0,165.5,158.5,218.5,236.0,154.5,175.0,173.0,192.0,201.5,304.5,343.5,99.0,226.0,127.5,236.0,317.0,322.0,333.0,396.0,299.5,1.0,
00000000000000000001_0,191.0,279.5,104.0,237.0,133.0,228.0,188.0,233.0,220.0,225.5,234.0,240.0,310.0,191.0,179.0,272.5,218.5,225.0,223.0,224.0,224.5,116.0,211.5,335.0,206.0,163.0,179.0,263.0,321.0,263.0,633.0,321.0,248.0,1.0,
00000000000000000002_0,362.0,363.0,307.0,381.0,321.0,359.0,365.0,346.0,339.0,336.0,363.5,363.0,411.0,368.0,347.0,396.0,355.0,394.0,328.5,338.0,322.0,327.0,305.5,368.5,342.5,304.0,294.0,319.0,395.0,402.0,589.0,423.0,413.0,1.0,
00000000000000000003_0,132.5,245.0,87.0,215.0,177.0,187.0,150.0,196.5,159.0,207.5,203.0,160.0,279.5,114.0,99.0,193.0,160.5,212.0,132.0,255.0,180.5,18.0,228.0,325.0,217.0,98.5,164.0,189.0,328.0,315.0,551.0,293.0,283.0,1.0,
00000000000000000004_0,426.5,444.0,532.0,711.0,729.0,700.0,699.0,644.0,652.0,604.0,814.0,795.5,447.5,734.0,755.0,758.0,714.5,678.5,654.0,641.5,715.5,806.5,719.0,554.0,650.5,718.0,811.0,493.0,531.0,516.0,765.0,636.0,634.0,1.0,
00000000000000000005_0,470.5,519.5,436.5,524.0,547.0,666.0,647.0,614.5,580.0,582.0,630.5,686.5,541.5,492.0,452.0,666.0,560.0,451.0,517.5,543.0,664.0,353.0,692.0,759.5,491.0,702.5,687.0,539.0,626.0,722.0,794.5,533.0,736.0,1.0,
00000000000000000006_0,324.0,311.0,149.5,298.5,295.0,284.5,298.0,263.0,259.0,289.0,282.5,181.0,256.5,234.5,177.5,288.0,324.0,222.0,266.0,182.5,250.5,241.0,262.0,371.0,180.0,332.0,248.0,274.0,395.0,367.0,430.0,194.0,312.0,1.0,
00000000000000000007_0,412.0,407.5,453.0,563.0,467.0,522.0,504.0,462.0,513.5,539.0,505.0,448.5,353.5,522.0,528.0,633.5,480.0,449.0,486.0,462.0,523.0,504.0,472.5,372.0,441.0,449.0,480.0,472.0,417.0,670.0,772.5,562.0,514.0,1.0,
00000000000000000008_0,245.0,314.0,149.0,268.0,228.0,299.0,260.0,274.0,284.0,295.0,260.5,258.0,316.0,259.0,283.0,368.0,295.0,285.0,267.0,298.0,285.5,266.0,263.0,337.0,287.0,259.5,243.0,226.0,342.0,258.0,500.0,383.0,319.0,1.0,
00000000000000000009_0,470.5,468.0,551.5,603.0,544.0,560.0,614.5,649.0,554.5,629.0,537.0,512.0,485.0,551.0,515.0,655.0,626.0,503.0,454.0,457.0,562.0,410.0,550.0,625.0,542.0,513.0,583.0,541.0,700.0,743.0,776.0,823.5,730.0,1.0,
0000000000000000000a_0,162.5,148.0,99.0,145.0,99.5,103.0,152.0,144.0,73.5,161.5,162.0,142.0,175.0,131.0,113.5,154.5,182.0,102.5,92.0,91.0,159.0,37.0,21.0,183.0,94.0,15.0,38.0,109.0,188.5,120.5,320.0,208.5,199.0,1.0,
0000000000000000000b_0,232.0,324.0,176.0,358.0,240.5,333.0,268.0,303.5,281.5,330.0,272.0,266.0,438.0,243.0,329.5,402.0,338.0,327.0,272.0,321.5,288.0,129.0,297.0,408.0,294.5,252.0,266.0,266.0,413.0,327.0,640.0,454.0,349.5,1.0,
0000000000000000000c_0,359.5,357.0,422.5,645.0,583.0,621.0,560.0,561.5,564.0,556.0,613.0,604.5,580.5,511.0,469.0,669.0,536.0,554.0,485.0,587.0,539.0,584.0,664.0,556.0,631.0,519.0,670.5,482.0,552.0,728.0,825.0,530.0,709.5,1.0,
0000000000000000000d_0,737.0,672.0,715.0,623.0,559.0,614.0,633.0,642.5,572.5,591.0,594.0,609.0,786.0,626.0,613.0,605.0,618.0,592.0,610.0,600.0,597.5,564.0,555.0,670.0,544.5,548.0,550.0,654.0,703.0,783.5,947.5,781.5,652.5,1.0,
0000000000000000000e_0,408.5,368.0,451.0,445.0,374.0,457.5,441.0,436.0,392.0,399.0,382.0,363.0,387.0,389.0,387.0,416.0,434.0,395.0,348.5,375.5,385.0,331.0,368.5,424.0,370.0,363.0,342.0,386.0,423.0,476.0,498.0,487.0,426.5,1.0,
0000000000000000000f_0,435.0,472.5,169.0,415.0,446.0,451.0,456.0,435.0,373.0,390.0,369.0,352.0,438.0,356.0,343.0,358.0,346.0,336.0,293.0,307.0,295.0,277.0,298.5,470.5,326.0,312.0,280.0,370.0,589.0,520.0,562.0,556.0,462.0,1.0,
00000000000000000010_0,402.5,505.0,347.0,546.5,453.5,509.5,494.5,449.0,532.0,483.5,697.0,524.0,491.0,484.0,526.0,607.5,548.0,513.0,462.0,445.0,563.0,453.0,749.0,540.0,690.0,564.0,664.5,515.0,625.0,297.5,713.0,563.0,510.5,1.0,
00000000000000000012_0,618.0,602.0,581.0,628.0,625.0,672.0,710.0,608.5,620.0,630.0,601.5,609.0,566.0,622.0,664.5,706.0,707.0,683.0,627.0,612.0,565.0,738.0,662.5,599.5,625.0,617.0,680.0,512.0,680.0,705.5,805.5,711.5,648.0,1.0,
00000000000000000013_0,573.0,579.0,521.0,592.5,587.0,575.0,543.0,683.0,588.5,559.0,549.0,583.5,552.0,561.0,530.0,637.5,536.0,582.0,485.0,501.0,568.0,477.5,546.5,577.5,533.5,493.0,479.0,542.0,707.0,693.0,789.0,647.0,713.0,1.0,
00000000000000000014_0,582.0,815.0,686.0,718.0,833.0,731.0,669.5,705.0,703.0,671.0,735.0,657.0,715.0,596.5,586.0,658.0,570.5,560.0,559.5,537.0,580.0,612.0,571.0,935.0,557.0,577.5,548.0,954.0,914.0,911.5,949.0,482.5,691.0,1.0,
00000000000000000015_0,569.0,551.0,571.5,619.5,549.5,590.5,615.5,598.5,582.5,541.5,560.0,552.0,584.5,537.0,560.0,596.0,530.5,523.5,507.0,509.5,506.0,499.0,496.5,583.5,503.0,496.0,480.0,553.0,543.0,594.5,702.0,623.5,582.0,1.0,
00000000000000000018_0,620.0,589.0,550.0,582.5,521.0,661.0,599.0,612.0,592.0,536.0,664.0,555.0,532.5,573.0,563.0,621.0,608.0,574.0,607.0,565.0,652.0,640.0,695.0,530.0,576.5,577.0,654.0,595.0,508.0,636.0,940.5,936.0,530.0,1.0,
00000000000000000019_0,305.0,383.0,282.0,293.0,317.5,304.0,338.0,345.5,308.0,304.0,327.0,287.0,319.0,290.0,264.0,298.0,285.0,296.0,300.0,346.5,273.0,231.5,325.0,347.0,256.5,311.0,314.5,319.0,379.0,394.0,419.0,264.5,351.5,1.0,
0000000000000000001a_0,580.0,575.5,574.0,508.0,483.0,565.5,536.0,670.0,655.0,564.5,627.0,659.5,569.5,678.5,713.0,810.0,806.0,698.0,631.0,641.5,666.0,726.0,675.0,677.0,661.0,579.5,652.0,660.0,593.0,603.0,755.5,724.0,545.5,1.0,
0000000000000000001b_0,255.0,292.0,179.0,343.0,210.0,320.0,300.0,266.0,277.0,311.0,278.0,267.0,298.0,261.0,240.5,292.0,313.0,265.5,244.5,277.5,277.0,184.0,269.0,306.5,282.0,240.0,246.0,218.0,353.0,374.5,434.5,390.0,310.0,1.0,
0000000000000000001c_0,589.0,633.0,773.0,728.0,679.0,744.0,732.0,736.0,724.0,673.0,769.0,676.0,598.5,754.5,691.0,746.0,731.5,729.0,695.0,751.5,666.0,817.0,718.0,595.0,620.5,593.0,638.0,661.0,728.0,764.0,906.5,810.0,771.0,1.0,
0000000000000000001d_0,499.0,488.5,821.0,772.5,716.0,755.5,782.0,825.5,805.0,662.0,725.0,730.0,491.5,719.0,662.0,691.0,649.5,737.0,676.0,665.0,649.0,623.0,941.0,475.5,920.0,880.0,741.5,763.0,674.0,652.5,756.5,765.5,760.0,1.0,
0000000000000000001f_0,477.0,677.5,938.5,824.0,819.0,783.0,764.0,862.5,775.5,673.0,821.0,754.0,821.5,783.5,714.0,783.0,813.0,709.0,626.5,730.5,669.0,721.0,748.0,904.0,663.0,738.0,724.0,964.5,927.0,884.5,1062.0,1062.5,843.0,1.0,
00000000000000000020_0,705.0,884.5,724.5,721.0,678.0,686.0,681.0,649.0,752.0,1186.0,961.5,753.0,874.0,672.0,701.5,702.5,688.0,612.0,645.5,656.0,681.0,984.0,572.0,835.0,487.5,331.0,463.0,728.0,762.0,869.5,877.5,871.0,708.0,1.0,
00000000000000000021_0,405.0,353.0,387.5,557.0,423.0,424.0,587.0,628.0,564.0,552.0,610.5,466.0,424.0,409.0,438.0,497.0,439.0,457.0,374.0,406.0,419.0,308.0,468.0,677.5,468.0,422.0,380.0,538.0,660.0,721.0,792.5,688.5,548.0,1.0,
00000000000000000022_0,624.0,725.0,609.0,672.0,660.5,749.0,634.0,680.0,615.5,540.5,639.5,689.0,740.0,614.0,538.0,717.0,578.0,564.5,602.0,538.5,564.0,682.0,624.0,810.0,645.0,551.0,662.0,612.0,753.0,717.0,843.0,869.5,718.5,1.0,
00000000000000000023_0,586.0,603.0,997.0,907.5,914.0,969.0,991.0,1081.0,977.0,892.0,1027.0,855.0,608.0,870.5,948.0,926.0,973.0,809.0,755.5,877.0,910.0,923.0,907.0,595.5,903.5,891.5,925.0,811.0,891.5,916.0,1116.5,1083.0,1012.0,1.0,
00000000000000000025_0,342.0,446.0,274.0,416.0,454.5,484.5,442.0,400.0,401.0,483.0,581.0,503.0,511.0,304.0,284.0,485.0,339.5,287.0,354.0,527.0,274.5,382.0,564.0,416.0,258.0,400.0,466.0,408.0,579.0,548.0,484.0,641.0,528.0,1.0,
00000000000000000027_0,474.5,390.0,636.0,555.5,508.0,563.0,581.5,485.0,522.0,459.0,462.0,511.0,416.5,557.0,508.5,528.0,451.5,472.0,444.5,578.0,594.0,508.5,642.0,424.5,663.0,662.0,592.0,724.5,781.0,818.0,942.0,785.0,694.0,1.0,
00000000000000000028_0,403.0,485.5,337.0,430.5,336.0,484.0,435.0,443.5,390.0,438.0,429.0,393.0,477.5,405.0,365.0,420.0,422.0,357.0,381.5,420.0,395.0,520.0,376.0,437.0,321.5,365.0,346.0,407.0,444.0,466.0,694.0,388.5,445.5,1.0,
00000000000000000029_0,690.0,719.0,605.0,623.0,689.0,620.0,635.0,634.5,642.0,683.0,674.5,525.0,715.5,499.0,550.0,781.5,747.0,650.0,599.0,678.0,744.0,867.0,763.5,781.0,686.0,675.0,679.0,760.0,771.0,735.0,707.0,610.5,674.5,1.0,
0000000000000000002a_0,482.0,628.0,596.0,597.0,584.5,517.5,633.0,635.0,650.5,630.5,766.0,570.0,612.0,577.0,537.5,598.0,486.5,533.5,519.5,568.0,553.0,518.0,481.5,687.0,487.5,481.0,530.0,694.0,661.0,691.0,911.0,1120.0,715.5,1.0,
0000000000000000002b_0,993.5,1127.0,713.0,799.0,654.0,1244.5,1548.5,1404.0,1019.0,826.0,820.0,767.0,1100.5,836.5,843.0,806.0,763.5,755.0,674.0,719.0,587.0,668.0,751.5,1171.0,715.0,639.0,1277.0,857.5,831.0,947.0,1064.0,1088.0,952.0,1.0,
0000000000000000002c_0,492.5,632.0,489.0,530.0,471.0,518.0,512.0,483.5,457.0,452.0,444.0,718.0,669.0,703.0,845.0,918.0,806.0,764.5,794.5,765.0,746.5,853.0,761.0,555.0,687.5,739.0,731.5,548.5,587.0,572.0,643.0,552.0,515.0,1.0,
0000000000000000002d_0,730.0,779.0,829.0,722.0,667.5,739.0,708.0,730.0,706.5,678.0,732.0,722.0,748.0,785.0,842.0,960.0,870.0,795.0,791.5,687.5,693.0,806.0,673.5,642.0,687.0,661.5,717.0,738.0,770.0,741.5,948.0,998.0,758.5,1.0,
0000000000000000002e_0,715.5,724.0,781.0,802.5,700.5,769.5,849.0,1027.0,1050.0,1118.0,970.0,907.0,656.0,883.0,637.0,779.5,724.0,732.0,630.0,650.0,676.0,340.0,657.5,777.0,645.0,676.0,728.0,771.0,759.0,761.5,1060.5,744.5,924.5,1.0,
0000000000000000002f_0,466.0,504.0,643.5,779.5,727.0,795.5,728.0,741.0,708.0,703.0,786.5,710.0,444.0,674.0,639.0,673.0,715.5,617.5,727.0,659.0,684.0,845.0,758.0,449.0,714.5,742.0,711.5,750.0,851.5,866.0,978.5,915.5,783.0,1.0,
00000000000000000030_0,617.0,597.0,372.0,377.0,436.0,392.0,430.0,400.5,379.5,355.0,373.0,351.0,481.5,316.0,306.0,317.0,361.5,268.0,299.0,355.0,286.5,295.0,326.0,547.0,243.0,280.0,287.0,518.5,580.0,472.0,603.0,486.5,531.0,1.0,
00000000000000000031_0,458.0,448.5,516.0,546.0,510.0,723.0,702.0,689.0,673.5,672.0,712.0,703.0,460.0,688.0,688.0,744.0,705.0,651.0,650.0,726.0,644.0,696.0,656.0,463.0,598.5,640.5,694.0,432.0,508.0,492.5,685.0,642.0,576.0,1.0,
00000000000000000032_0,468.0,463.5,392.0,507.0,471.0,599.5,549.0,553.5,543.5,710.5,659.0,680.0,489.0,696.0,734.0,723.0,637.0,632.0,598.5,681.0,738.0,744.5,762.0,466.0,710.0,641.0,627.0,427.0,465.0,506.5,525.0,522.0,479.0,1.0,
00000000000000000034_0,584.5,577.0,732.0,743.5,699.0,751.0,765.0,740.0,672.0,697.0,689.0,706.0,668.0,693.0,699.5,719.0,677.0,637.0,625.0,650.0,699.0,672.0,650.5,603.0,621.0,660.0,630.0,536.0,591.0,634.0,800.0,755.0,766.0,1.0,
00000000000000000035_0,619.0,631.0,604.5,619.0,558.0,533.0,595.0,607.0,597.0,581.0,724.0,625.0,617.0,537.5,564.0,601.0,654.0,535.0,588.0,565.5,554.0,534.5,557.5,636.0,530.0,558.0,543.0,676.0,752.0,755.0,758.0,562.0,645.5,1.0,
00000000000000000036_0,726.0,621.0,681.0,734.0,609.0,741.5,753.5,744.0,674.0,667.5,640.5,724.5,689.0,674.0,726.0,748.0,685.5,869.0,740.0,775.5,715.0,803.0,660.0,666.0,660.5,710.5,633.0,652.0,624.0,734.0,703.0,693.0,629.0,1.0,
00000000000000000037_0,543.5,554.0,557.0,526.0,491.0,497.0,537.0,605.0,746.0,484.0,423.0,477.5,442.0,452.5,476.0,519.0,549.0,493.0,549.0,433.0,415.0,368.5,381.0,557.0,460.0,316.0,314.0,812.0,643.0,605.0,792.5,496.0,534.5,1.0,
00000000000000000038_0,461.0,499.0,529.5,601.0,527.0,726.5,578.5,695.0,674.0,673.0,822.5,870.0,417.0,731.0,694.5,691.0,679.0,598.0,669.0,649.0,680.0,763.0,739.0,518.0,491.0,437.0,525.5,516.0,594.0,598.0,800.0,605.0,819.0,1.0,
00000000000000000039_0,839.0,795.0,568.5,611.5,652.0,625.0,658.0,668.0,694.0,610.5,830.0,734.0,725.0,703.0,644.0,737.0,799.0,692.0,712.0,658.5,745.0,758.5,637.0,757.0,691.0,680.5,700.0,772.5,775.0,754.0,878.0,708.5,619.0,1.0,
0000000000000000003a_0,470.0,439.5,466.0,494.0,439.5,476.0,477.0,505.5,466.0,489.5,514.0,559.5,427.0,514.0,477.0,559.0,540.0,454.0,531.0,540.0,506.0,554.5,486.0,465.0,481.5,450.0,460.5,440.5,467.0,555.0,858.0,689.0,573.0,1.0,
0000000000000000003b_0,400.5,447.0,544.5,561.0,561.0,566.5,619.0,564.0,620.0,585.0,633.0,588.5,589.0,580.5,608.5,728.0,708.0,653.0,664.0,597.0,608.0,630.5,607.0,835.5,568.5,523.0,602.0,651.0,635.0,668.0,921.0,869.0,587.0,1.0,
0000000000000000003c_0,615.5,537.0,650.0,693.0,630.0,723.0,672.5,712.0,665.0,671.0,678.5,632.0,534.5,666.0,658.5,689.0,709.5,664.0,624.0,641.0,723.0,676.0,625.0,701.0,613.0,684.5,661.0,597.5,686.0,718.0,802.0,788.0,714.0,1.0,
0000000000000000003d_0,954.0,675.0,381.0,426.0,396.0,437.5,467.5,698.5,613.0,604.0,824.0,706.0,756.0,708.0,660.0,761.0,818.5,768.0,721.0,701.0,794.0,733.0,807.0,784.0,774.0,803.0,836.0,689.0,764.0,838.0,900.5,636.0,422.0,1.0,
0000000000000000003e_0,388.5,428.5,404.0,492.0,505.0,484.0,520.0,500.0,533.5,531.0,553.0,592.5,331.5,509.5,449.0,594.0,684.5,536.0,738.0,800.0,630.0,745.0,651.0,372.0,672.0,589.5,645.0,371.0,384.0,349.0,1048.0,382.5,399.5,1.0,
0000000000000000003f_0,566.0,578.0,745.0,748.0,680.0,780.5,812.0,781.0,699.0,698.0,720.0,806.0,833.0,718.0,715.0,725.0,720.0,769.5,721.0,748.0,686.0,696.5,660.0,772.0,618.0,638.0,635.0,684.0,700.5,799.0,813.0,824.5,790.0,1.0,
00000000000000000040_0,491.0,537.5,614.0,742.0,618.5,671.0,791.0,654.0,651.0,711.5,606.0,647.0,536.5,642.5,637.0,753.5,668.5,659.0,642.0,633.5,611.0,536.5,607.0,538.5,597.5,576.0,676.5,428.5,582.5,575.5,698.0,655.0,727.0,1.0,
00000000000000000041_0,676.5,537.0,716.0,1141.0,680.0,664.0,740.5,735.5,567.0,579.5,564.0,598.0,778.0,631.0,596.0,557.0,551.0,588.0,516.0,569.5,563.0,349.0,520.5,738.0,480.0,484.5,538.0,565.5,746.0,636.5,753.0,740.0,725.0,1.0,
00000000000000000042_0,576.5,687.0,453.0,527.5,504.5,565.5,647.5,584.5,479.0,647.0,734.5,743.5,715.0,779.5,744.5,764.0,817.5,735.0,691.0,693.0,747.0,779.0,764.5,635.0,1188.5,772.0,744.0,634.0,663.0,601.0,593.0,540.0,503.0,1.0,
00000000000000000043_0,632.0,671.0,560.0,584.0,492.0,616.0,610.0,655.5,601.0,606.5,634.0,625.0,553.0,575.5,632.0,667.0,758.0,636.0,676.0,631.5,691.0,664.0,632.5,605.0,581.0,574.0,678.0,568.0,641.0,540.5,964.0,779.0,584.0,1.0,
00000000000000000044_0,583.0,691.0,721.5,635.5,577.0,610.0,581.0,564.0,823.0,770.0,843.0,770.0,615.0,643.0,661.0,685.0,663.0,585.0,533.0,469.0,822.0,486.0,841.0,715.5,637.5,859.5,745.5,640.0,647.0,577.5,634.0,692.0,598.0,1.0,
00000000000000000045_0,947.0,904.0,911.0,774.5,720.0,842.5,750.0,716.5,726.0,759.5,817.0,696.0,851.0,612.0,699.0,753.5,699.0,578.0,645.0,687.5,789.0,736.0,555.0,775.0,742.0,583.0,564.0,717.0,826.0,903.5,1055.0,956.0,854.0,1.0,
00000000000000000046_0,622.0,639.0,546.0,556.5,531.0,528.0,525.5,487.0,490.5,599.5,589.0,641.0,650.5,531.5,535.5,564.0,578.0,553.0,555.0,522.0,529.0,573.0,552.0,672.0,560.0,541.0,558.0,618.0,654.0,696.5,797.0,673.0,584.5,1.0,
00000000000000000047_0,413.5,473.5,283.0,450.0,336.0,364.0,505.5,395.5,461.0,388.0,370.0,376.0,488.0,339.0,395.0,554.0,533.0,419.0,428.0,539.0,413.5,318.5,408.0,491.0,400.0,358.0,377.5,472.0,492.0,432.5,573.0,460.0,583.0,1.0,
00000000000000000048_0,465.0,579.0,514.5,559.5,518.0,502.0,505.5,532.0,473.0,450.5,533.0,507.0,543.0,522.5,477.0,491.0,553.5,549.0,565.0,535.0,531.5,490.0,580.5,530.5,566.0,661.5,990.0,499.0,585.0,592.0,878.0,580.5,540.0,1.0,
00000000000000000049_0,719.5,919.0,712.0,758.0,920.0,913.5,785.0,888.0,841.0,830.0,752.5,857.0,717.0,704.5,802.5,750.0,715.0,667.5,786.5,708.5,711.5,752.0,665.0,756.0,657.0,644.0,691.0,694.0,846.0,673.5,998.0,430.0,718.0,1.0,
0000000000000000004a_0,465.0,539.0,473.5,485.5,479.0,486.5,497.0,474.0,411.5,579.0,620.0,634.0,528.0,689.0,619.5,958.5,837.0,620.0,590.0,722.5,826.0,877.5,660.0,471.0,613.0,722.0,712.0,462.5,547.0,559.0,922.0,579.5,501.0,1.0,
0000000000000000004b_0,632.5,774.5,710.0,683.0,738.0,736.0,711.0,675.0,691.5,806.5,790.0,616.0,807.0,565.0,581.0,769.0,570.0,613.0,650.0,726.0,707.0,719.0,495.0,882.0,611.5,519.0,664.0,691.0,893.0,844.0,926.0,824.0,825.5,1.0,
0000000000000000004c_0,384.5,409.0,516.0,593.0,502.0,510.0,554.5,608.5,536.0,519.0,474.5,456.0,591.0,489.0,512.5,556.0,595.0,528.0,446.5,527.0,421.0,276.0,317.5,529.0,337.0,331.0,316.0,855.0,873.5,649.0,808.0,591.0,623.0,1.0,
0000000000000000004d_0,513.0,633.0,740.0,933.0,739.0,682.5,722.0,891.0,854.5,762.0,690.0,764.0,541.0,883.0,842.5,914.5,811.0,681.0,745.0,728.0,718.0,747.0,624.0,488.0,705.0,643.0,758.0,462.5,516.5,534.5,779.0,743.0,774.5,1.0,
0000000000000000004e_0,673.0,579.0,666.0,775.0,642.0,666.0,694.0,681.5,717.0,584.0,727.0,632.0,585.0,663.0,694.0,665.5,585.0,577.0,564.5,627.0,597.0,607.0,558.0,574.0,621.0,619.5,661.0,564.0,613.5,563.0,696.0,612.0,672.0,1.0,
0000000000000000004f_0,695.0,681.0,585.5,749.5,678.0,657.5,728.0,801.0,732.0,759.0,735.0,742.5,706.5,775.0,732.0,803.0,574.0,613.0,649.5,699.5,666.0,651.0,729.0,588.0,687.0,638.0,713.0,619.0,734.5,592.5,904.0,492.0,702.0,1.0,
00000000000000000050_0,1031.0,1001.0,840.5,847.0,859.0,875.5,777.5,790.5,756.0,807.5,961.5,865.0,923.5,782.0,745.5,830.0,787.0,748.0,753.0,692.5,812.0,756.5,703.0,1015.0,772.5,646.0,706.0,770.0,984.5,937.5,1003.0,806.0,847.5,1.0,
00000000000000000051_0,588.0,578.0,751.0,691.0,980.0,616.5,594.0,649.0,680.0,680.5,716.0,726.0,578.0,685.5,674.0,787.0,830.5,717.0,760.0,625.0,814.0,756.0,822.0,632.0,1093.0,809.5,901.0,456.0,847.5,658.0,931.5,870.5,790.0,1.0,
00000000000000000052_0,477.0,492.0,653.5,661.0,622.0,667.0,603.0,599.5,571.0,531.0,495.0,520.5,460.0,512.0,540.0,568.0,566.5,513.0,511.0,521.0,557.0,527.5,532.0,595.0,540.0,530.0,511.5,510.0,512.0,525.0,799.5,655.0,623.0,1.0,
00000000000000000053_0,830.5,775.0,703.0,811.5,849.0,796.5,648.0,772.0,834.0,677.0,667.0,754.0,714.5,669.0,804.0,952.0,691.0,603.0,700.0,824.5,663.0,938.0,726.0,688.0,738.0,641.0,729.0,519.0,647.0,662.0,866.5,604.0,609.0,1.0,
00000000000000000054_0,521.0,594.0,691.0,851.0,804.0,672.0,654.0,606.0,628.5,691.5,713.0,636.5,698.0,675.5,630.0,776.0,811.5,701.0,674.5,712.0,800.5,591.0,565.0,667.0,715.0,650.0,723.5,478.0,694.0,654.0,926.0,870.5,807.0,1.0,
00000000000000000055_0,862.0,723.0,661.0,658.5,793.0,850.0,657.0,815.0,800.0,768.0,734.0,675.0,596.0,581.0,641.0,909.5,516.0,549.0,665.0,786.5,695.0,880.0,839.0,633.0,665.0,583.5,562.0,580.0,792.0,767.0,1039.5,677.0,669.0,1.0,
00000000000000000056_0,892.0,865.5,767.0,884.5,848.5,856.0,949.0,948.0,804.5,803.0,859.5,832.5,743.5,756.0,781.5,921.0,776.0,669.0,929.0,818.0,716.5,746.0,772.0,748.0,821.5,720.0,861.0,625.0,801.0,782.0,854.0,855.0,608.0,1.0,
00000000000000000057_0,465.0,674.0,792.0,884.0,618.0,708.0,640.0,646.0,679.0,732.0,711.0,652.5,586.0,665.5,637.0,745.0,701.5,602.0,639.5,575.0,705.0,761.0,704.5,670.0,834.0,660.0,740.0,726.5,659.0,723.0,807.0,871.5,747.0,1.0,
