system:index,SWIR2,SWIR2_1,SWIR2_10,SWIR2_11,SWIR2_12,SWIR2_13,SWIR2_14,SWIR2_15,SWIR2_16,SWIR2_17,SWIR2_18,SWIR2_19,SWIR2_2,SWIR2_20,SWIR2_21,SWIR2_22,SWIR2_23,SWIR2_24,SWIR2_25,SWIR2_26,SWIR2_27,SWIR2_28,SWIR2_29,SWIR2_3,SWIR2_30,SWIR2_31,SWIR2_32,SWIR2_4,SWIR2_5,SWIR2_6,SWIR2_7,SWIR2_8,SWIR2_9,VALUE,.geo
00000000000000000000_0,124.0,193.0,77.0,99.0,249.0,155.0,318.0,153.0,149.0,253.0,324.0,262.0,114.0,120.0,124.5,178.0,160.0,140.0,183.0,113.0,191.0,305.5,415.5,284.5,153.0,317.5,168.5,153.0,263.0,274.5,82.0,191.5,321.5,1.0,
00000000000000000001_0,196.5,298.5,83.0,237.0,54.5,208.0,93.0,276.5,266.0,271.0,318.0,272.0,249.0,226.0,150.5,284.0,252.0,275.0,264.0,304.0,295.0,169.0,325.0,287.0,313.0,235.0,283.0,217.0,308.0,343.0,475.0,210.0,218.0,1.0,
00000000000000000002_0,649.0,676.0,603.5,709.0,643.0,706.5,699.0,709.0,701.0,685.0,661.0,650.0,812.0,726.5,693.0,660.0,681.5,677.0,606.5,697.0,643.0,710.0,631.0,740.5,689.0,715.0,702.0,644.0,613.0,625.0,793.0,703.0,697.0,1.0,
00000000000000000003_0,31.5,273.0,32.0,256.5,285.0,154.0,161.0,223.0,177.5,277.0,244.5,142.0,315.5,112.0,47.5,199.0,180.5,184.0,191.0,336.0,227.5,21.0,351.0,268.0,342.0,88.0,285.0,35.0,355.5,328.0,438.0,160.5,267.5,1.0,
00000000000000000004_0,773.0,659.0,1018.0,1175.5,972.0,1163.5,1222.0,1203.0,1245.0,1042.5,1143.0,1202.5,641.0,1082.0,1286.5,1315.0,1125.0,1034.0,1101.0,1109.5,1276.0,1490.5,1074.0,780.5,948.5,1014.0,1282.0,647.0,728.5,614.5,1098.0,1106.0,1090.0,1.0,
00000000000000000005_0,652.5,673.5,696.0,763.0,804.0,1066.0,825.0,888.0,674.0,830.5,1041.0,880.0,822.5,673.0,721.0,982.0,810.0,534.0,759.0,644.0,913.0,575.0,1125.5,1468.0,639.0,828.0,904.5,898.0,961.0,862.0,1118.5,653.0,1344.5,1.0,
00000000000000000006_0,363.0,338.5,183.5,255.5,364.0,376.0,274.0,229.0,307.0,331.0,359.0,263.0,252.0,296.0,227.0,309.0,334.0,266.0,312.5,224.0,316.0,348.0,345.0,387.5,250.0,425.0,353.0,394.0,404.0,352.5,235.0,103.0,398.5,1.0,
00000000000000000007_0,556.0,430.5,898.0,921.0,987.0,930.0,955.5,864.0,871.5,982.0,937.0,834.5,440.5,945.5,1005.5,1160.5,907.0,815.0,1062.0,829.0,979.0,1068.0,984.5,466.0,800.0,822.0,839.0,903.5,688.0,1124.0,1059.5,1006.5,868.0,1.0,
00000000000000000008_0,201.5,396.5,92.0,285.5,384.0,415.0,386.0,415.0,427.5,429.0,426.0,388.0,323.0,369.0,409.0,470.0,415.5,420.0,391.0,442.0,450.0,472.0,470.0,384.5,446.0,450.0,439.0,226.0,397.0,242.0,400.0,429.0,354.0,1.0,
00000000000000000009_0,546.5,608.0,867.0,866.0,1073.0,837.0,1035.5,1080.5,823.0,1016.0,812.5,796.5,607.0,854.0,793.0,1194.0,975.5,826.0,778.0,841.0,1235.0,973.0,1087.0,1102.5,945.5,1085.0,1213.0,676.0,1257.0,1185.0,920.0,1247.5,1013.0,1.0,
0000000000000000000a_0,38.0,108.0,43.0,98.5,129.0,94.0,125.0,95.5,89.0,158.0,91.0,108.5,98.0,114.0,74.0,138.5,119.0,86.5,34.0,87.0,117.0,59.0,120.0,243.5,132.0,75.0,124.0,30.5,151.0,76.5,289.0,169.0,97.0,1.0,
0000000000000000000b_0,251.0,338.5,176.0,353.0,473.0,328.0,289.5,336.0,323.5,410.5,312.0,274.0,435.0,318.0,424.0,438.0,400.0,389.0,399.0,442.5,384.0,254.0,486.5,519.0,476.5,383.0,432.0,172.0,382.5,382.0,563.0,429.0,414.0,1.0,
0000000000000000000c_0,316.0,449.0,543.5,652.0,995.0,835.0,729.0,812.0,593.5,731.0,813.0,865.5,940.0,675.0,584.0,1013.0,665.0,610.5,629.0,780.5,719.5,916.0,1196.0,745.0,967.0,758.0,1169.5,501.0,633.0,936.0,1192.0,539.0,983.5,1.0,
0000000000000000000d_0,1427.0,1153.5,1195.0,1057.0,891.5,1128.0,1013.0,1110.0,967.0,1129.0,1118.0,1064.0,1404.0,1031.0,980.0,968.0,989.5,953.0,965.0,1026.0,1046.5,935.5,828.0,1237.0,851.5,787.0,843.5,934.0,975.0,1137.5,1280.5,1361.0,1032.5,1.0,
0000000000000000000e_0,580.5,511.0,713.0,640.5,651.0,701.0,640.0,642.0,634.0,611.0,574.5,557.0,549.0,583.5,607.0,627.0,620.5,597.0,607.5,613.5,575.0,625.0,638.0,687.0,625.5,633.0,626.0,576.0,515.0,581.0,628.0,695.0,718.5,1.0,
0000000000000000000f_0,437.0,573.5,135.0,397.0,624.0,503.0,501.0,486.0,495.0,552.0,488.5,468.5,396.0,495.0,479.0,531.5,475.0,464.0,444.0,469.0,445.0,492.0,535.5,527.0,529.0,484.0,499.0,386.0,1062.0,582.0,527.0,581.0,526.0,1.0,
00000000000000000010_0,526.5,672.0,345.0,583.0,592.0,708.0,597.5,601.0,1014.0,539.0,999.0,694.0,531.0,562.0,774.0,837.5,813.5,644.0,509.0,691.0,952.0,782.0,1080.0,677.5,1088.0,868.0,1023.0,647.0,711.0,355.5,760.0,701.0,630.0,1.0,
00000000000000000012_0,855.5,740.0,703.0,861.0,825.5,932.5,978.5,830.5,1007.0,882.0,779.5,792.5,697.5,925.5,966.5,977.0,992.0,900.0,775.0,925.5,749.0,1445.5,898.5,686.0,816.0,880.0,1133.0,687.0,1280.0,903.0,932.5,975.0,942.0,1.0,
00000000000000000013_0,984.0,999.0,634.0,801.0,826.0,892.0,789.0,1120.0,900.0,849.0,837.5,853.0,745.0,757.0,859.0,946.0,812.0,767.5,654.0,898.0,1203.0,939.5,1043.5,776.0,830.5,757.5,794.0,556.0,880.0,704.0,908.0,908.0,1090.5,1.0,
00000000000000000014_0,1254.0,988.0,1039.0,1098.0,1141.0,1188.0,993.0,1132.0,1109.0,1025.0,1207.0,1029.0,1172.0,932.5,918.0,1120.0,1050.5,883.5,897.5,962.0,945.0,986.0,942.5,1428.0,966.5,892.0,836.0,1446.5,1400.0,1153.0,1224.0,744.0,1297.0,1.0,
00000000000000000015_0,830.5,780.5,863.5,1269.5,1124.5,1075.5,945.5,967.0,917.5,948.0,921.0,887.5,752.0,828.5,880.0,840.0,825.5,765.0,768.0,761.5,785.0,758.0,757.0,856.5,723.0,786.0,759.0,732.0,765.0,769.5,1287.0,1144.0,950.0,1.0,
00000000000000000018_0,809.0,675.0,506.0,501.5,488.0,762.0,753.0,1096.0,955.0,912.0,1111.0,670.0,591.5,799.0,897.0,928.0,761.5,748.5,707.0,798.0,1046.0,1096.0,904.5,638.0,873.5,716.0,867.0,603.5,466.0,611.0,917.5,1014.0,759.5,1.0,
00000000000000000019_0,317.0,341.0,246.0,320.0,348.0,371.0,365.0,388.0,317.0,354.5,426.0,364.0,301.0,374.0,342.0,356.0,346.0,323.0,357.0,403.5,315.0,347.5,444.0,391.0,362.0,394.5,429.0,354.5,357.0,306.5,337.0,162.0,418.5,1.0,
0000000000000000001a_0,792.0,689.0,644.0,617.0,544.0,815.5,792.0,870.0,880.0,817.0,778.0,966.0,585.0,929.0,1248.0,1359.0,1593.0,1258.5,977.0,1189.0,1117.0,1514.0,1190.0,877.0,1204.0,896.0,986.5,855.0,735.0,655.0,1161.0,1016.0,772.0,1.0,
0000000000000000001b_0,203.0,321.0,163.0,301.0,398.0,327.0,329.0,298.0,331.0,395.0,367.0,326.0,271.0,292.0,275.0,368.0,383.0,287.5,319.5,316.0,396.0,260.0,416.0,373.5,411.0,343.0,377.0,292.0,344.0,258.0,414.0,383.5,374.0,1.0,
0000000000000000001c_0,755.0,620.0,858.0,803.0,743.0,933.0,890.0,906.5,900.0,834.0,955.0,883.0,738.5,961.5,890.5,886.5,885.0,907.0,860.0,1034.5,709.0,987.0,868.0,792.0,882.5,703.0,804.5,626.0,893.0,740.0,892.5,710.0,783.0,1.0,
0000000000000000001d_0,703.5,711.5,1201.0,1102.5,1041.0,1111.5,1232.0,1302.5,1462.0,985.0,1126.0,1411.0,699.5,1112.0,969.0,1234.0,966.5,943.0,1032.0,975.5,1052.0,1324.0,2011.0,707.5,1808.0,1704.0,1452.0,1061.0,1021.0,942.5,1160.5,1144.5,1014.0,1.0,
0000000000000000001f_0,704.0,960.5,1267.0,1288.0,1141.5,1324.0,1068.5,1728.0,1115.5,990.0,1238.0,1082.0,1095.5,1193.5,1174.0,1225.0,1127.0,996.0,887.0,1353.0,1280.5,1262.5,1168.0,1313.5,1026.0,1085.0,1201.0,1390.5,1071.0,1230.0,1476.5,1417.5,1353.0,1.0,
00000000000000000020_0,792.0,964.5,979.0,860.0,828.5,820.0,952.0,811.0,963.0,1196.0,1269.0,908.0,1078.0,926.0,997.5,1239.5,1103.0,938.0,1177.5,1034.0,890.0,588.0,359.0,994.5,477.5,380.0,468.0,831.0,851.0,886.0,1065.5,940.0,875.0,1.0,
00000000000000000021_0,365.0,440.0,381.0,666.5,555.0,439.0,689.5,979.0,839.0,678.0,636.0,478.5,449.0,490.5,487.5,693.0,559.0,646.5,606.0,587.0,546.5,377.0,709.5,1047.0,676.0,570.0,544.0,680.5,834.0,658.0,696.0,877.0,647.0,1.0,
00000000000000000022_0,786.0,782.0,541.0,776.5,761.0,1062.0,816.5,1039.0,794.0,786.0,872.0,796.5,759.5,700.0,745.0,905.0,725.0,711.0,722.0,743.5,743.5,1051.0,713.0,1083.0,1081.5,701.0,897.0,568.0,793.0,712.0,801.0,907.0,884.0,1.0,
00000000000000000023_0,863.0,818.0,1319.0,1383.5,1260.5,1487.5,1516.0,2019.0,1952.0,1504.0,1619.0,1536.0,750.0,1332.5,1769.0,1638.0,1673.0,1332.5,1062.5,1598.0,1687.0,1749.0,1513.0,786.0,1813.5,1427.5,1522.5,2594.0,1653.0,1117.0,1650.5,1549.5,1708.5,1.0,
00000000000000000025_0,161.0,499.0,176.0,212.5,439.0,710.0,283.5,480.0,479.0,525.0,681.0,466.0,566.0,295.0,313.0,405.5,322.5,219.0,447.0,675.0,287.0,707.0,676.0,491.5,339.5,520.0,630.0,398.0,548.0,595.5,271.0,641.5,719.0,1.0,
00000000000000000027_0,465.5,500.0,808.0,703.0,601.5,879.0,774.0,657.5,760.0,697.0,648.5,665.0,511.0,838.0,811.5,738.0,643.5,648.0,621.0,944.5,949.0,914.5,904.0,625.0,1063.0,1093.0,919.0,1178.0,898.0,981.0,953.0,1254.5,1034.0,1.0,
00000000000000000028_0,423.0,521.0,403.0,411.5,412.0,767.0,594.0,598.0,495.0,581.5,522.0,429.0,560.0,548.0,478.0,457.0,516.0,449.0,490.0,502.0,543.0,686.0,530.0,526.0,457.0,459.0,521.0,480.0,479.0,461.5,550.0,377.0,514.0,1.0,
00000000000000000029_0,869.0,766.5,895.0,858.0,1080.0,913.0,844.0,875.5,819.0,1101.0,1091.0,740.0,861.0,850.0,788.0,1279.5,976.0,977.0,866.0,859.0,1232.5,1462.0,1063.5,1186.0,1091.0,1095.0,1164.0,823.5,848.0,746.0,769.0,931.0,933.0,1.0,
0000000000000000002a_0,699.0,932.0,780.0,711.0,710.5,735.0,814.0,1088.0,908.5,912.5,1126.0,784.0,741.5,850.0,787.0,924.0,675.0,698.5,792.0,992.0,866.5,998.0,721.5,1018.0,747.5,698.0,824.0,806.0,956.0,740.5,914.0,1300.0,1049.0,1.0,
0000000000000000002b_0,1015.0,1348.0,763.0,791.0,812.0,1870.5,2343.0,1977.0,1532.5,1287.0,1363.0,958.5,1103.0,892.0,961.0,1123.0,1119.5,905.0,915.5,971.0,837.0,959.0,1112.5,1422.5,931.0,895.5,1709.0,808.0,818.0,896.0,952.0,1692.0,1214.0,1.0,
0000000000000000002c_0,761.0,1384.5,786.0,789.5,740.0,783.0,816.0,734.5,744.0,703.0,745.0,1991.0,1144.0,1175.0,1700.5,2012.5,1471.0,1190.0,1414.0,1680.0,1429.0,1708.0,1344.0,945.0,1097.0,1207.0,1230.5,803.0,788.0,790.0,744.0,740.0,772.0,1.0,
0000000000000000002d_0,1319.0,1134.0,1295.0,932.0,810.5,1241.0,975.0,1195.5,1033.5,885.5,977.0,830.0,1060.5,936.0,1812.0,1708.0,1309.0,1279.0,1243.5,1198.5,1071.0,1482.0,1026.0,841.0,1161.0,726.0,1144.0,891.0,1160.0,989.0,1277.5,1380.0,1086.0,1.0,
0000000000000000002e_0,894.5,956.0,862.0,1033.5,917.5,943.0,1057.0,1498.5,1439.0,1844.0,1279.0,1314.0,835.0,1215.0,1100.0,1270.5,1079.0,938.0,831.5,1013.0,918.5,362.5,943.0,1170.0,1044.0,883.0,896.0,973.0,876.0,904.5,1254.5,927.5,1097.5,1.0,
0000000000000000002f_0,590.0,543.0,839.0,851.0,862.5,1021.5,977.0,1066.0,992.0,938.0,1042.5,983.0,564.0,973.0,973.0,987.0,957.5,891.0,947.0,1086.5,1008.0,1324.0,1061.0,542.5,1079.0,936.0,994.0,987.0,830.0,825.0,1000.0,871.0,935.0,1.0,
00000000000000000030_0,364.0,696.0,220.0,370.0,514.0,328.0,348.0,492.0,373.0,372.5,437.0,362.0,483.5,317.0,325.0,310.0,261.5,233.5,313.0,392.0,362.5,442.0,421.0,715.0,304.5,345.0,400.0,548.5,668.0,608.0,569.5,436.5,622.0,1.0,
00000000000000000031_0,457.5,514.5,567.5,639.5,660.0,839.0,730.0,836.0,834.5,896.0,899.0,883.0,465.5,867.5,886.0,908.0,892.0,812.0,817.0,1014.5,916.0,946.0,1050.0,484.0,899.5,1027.5,1050.0,452.0,508.0,511.0,667.0,665.0,711.0,1.0,
00000000000000000032_0,495.0,545.0,439.5,868.0,700.0,708.0,664.0,713.0,618.5,1061.5,805.0,774.0,515.0,944.0,970.0,961.5,840.0,754.0,759.5,929.0,929.0,918.5,924.0,507.0,1012.0,874.0,825.5,469.0,510.0,477.0,522.5,537.5,534.0,1.0,
00000000000000000034_0,789.5,696.0,947.0,991.0,885.0,956.0,1033.0,1000.0,926.5,991.0,992.5,916.0,753.0,957.0,1037.5,1156.5,902.0,859.5,934.0,1009.0,1006.0,1294.0,1019.5,744.0,927.0,1066.5,981.0,585.5,685.0,683.0,953.0,911.0,1002.0,1.0,
00000000000000000035_0,818.0,686.0,758.5,715.0,707.0,867.0,805.0,911.0,853.0,872.0,980.0,879.0,746.0,774.5,816.5,811.0,830.0,713.5,800.0,843.0,889.0,915.0,844.5,834.0,807.0,753.0,788.0,784.0,807.5,703.5,925.5,659.0,834.0,1.0,
00000000000000000036_0,1073.0,770.5,991.0,1144.0,926.0,1292.0,1034.5,1308.0,1089.0,1285.0,1283.5,1242.0,705.0,1009.0,1236.0,1210.0,1152.5,1261.0,1120.5,1263.0,1472.0,1494.0,1255.0,865.0,1135.5,1314.5,1288.0,756.5,754.0,884.0,935.5,912.5,911.0,1.0,
00000000000000000037_0,198.0,224.5,139.0,221.0,211.0,242.0,164.0,181.0,194.0,216.0,204.0,189.0,168.0,161.0,162.0,202.0,256.0,173.0,173.0,209.5,197.5,296.0,141.0,167.0,138.5,154.0,195.0,191.0,236.0,231.0,304.0,227.0,165.5,1.0,
00000000000000000038_0,700.0,539.0,620.5,803.0,594.5,1131.5,745.0,1469.0,942.5,1057.0,1257.0,1109.0,517.0,1111.0,1090.5,1082.5,906.0,929.0,952.0,1034.5,1187.5,1545.0,954.0,682.0,752.0,568.0,875.0,610.0,710.0,776.0,837.0,649.0,1098.5,1.0,
00000000000000000039_0,1011.0,824.0,689.0,603.0,654.0,833.0,859.0,937.0,1242.0,789.5,1416.0,902.0,781.5,863.0,913.0,1001.5,1178.5,796.5,1042.0,871.5,1448.0,1451.0,953.0,838.0,1182.0,898.5,891.0,733.5,877.0,864.0,959.0,1145.5,940.0,1.0,
0000000000000000003a_0,484.5,509.0,508.0,581.5,398.0,506.0,574.0,661.5,554.0,669.5,724.0,650.5,524.0,664.0,643.0,736.0,695.5,629.0,667.0,691.0,614.0,790.5,650.0,491.5,781.5,613.0,679.0,485.0,430.0,605.0,836.0,615.5,819.5,1.0,
0000000000000000003b_0,452.0,484.0,613.0,658.0,694.0,951.5,778.5,991.0,882.0,1064.0,961.0,837.5,1134.0,786.0,866.5,1266.5,1015.0,970.0,948.0,877.0,927.0,1210.0,1095.0,1240.0,914.0,842.0,722.5,862.0,851.0,758.0,956.0,831.0,826.5,1.0,
0000000000000000003c_0,1133.0,698.0,724.0,941.0,774.5,859.0,915.5,1025.0,993.0,929.5,932.5,859.0,642.5,817.0,888.0,988.0,962.5,896.5,843.0,944.0,889.0,1126.0,876.0,828.0,825.0,1027.5,940.0,743.5,1209.0,740.0,850.5,774.0,869.0,1.0,
0000000000000000003d_0,2360.0,1018.0,374.0,486.5,518.0,615.0,612.0,1479.0,1220.0,1073.0,1477.5,1167.0,1062.0,1038.0,1122.0,1586.0,1495.0,1256.0,1167.0,1475.0,1357.0,1277.0,1354.0,1399.5,1293.5,1228.0,1467.0,1017.0,1119.0,1303.0,1016.5,565.0,568.0,1.0,
0000000000000000003e_0,262.5,373.0,445.5,509.0,518.0,544.0,573.0,643.5,806.0,634.5,620.0,618.5,335.0,578.5,541.0,1272.0,1093.0,708.0,1062.0,1255.0,942.5,1228.0,1050.0,389.0,1052.0,1331.0,1042.0,371.5,380.0,357.0,877.5,376.5,625.5,1.0,
0000000000000000003f_0,750.5,803.5,958.0,1129.0,1003.0,1091.0,1156.0,1233.5,1102.0,1120.5,1065.0,1236.0,1110.0,1036.0,1060.0,1131.0,1134.0,1143.0,1151.5,1215.0,1233.0,1047.0,1016.0,1143.0,1002.0,1038.0,963.5,922.0,916.5,992.5,1008.0,1138.5,1108.0,1.0,
00000000000000000040_0,573.0,631.5,1030.0,1164.0,952.0,883.0,1020.0,1013.5,1019.0,1070.0,938.0,1053.0,650.5,982.0,1034.0,1110.5,1058.0,948.0,1037.0,955.5,915.0,972.0,874.0,698.5,942.5,1001.0,1193.5,500.5,721.5,664.0,1167.0,974.5,1096.5,1.0,
00000000000000000041_0,522.0,464.0,711.0,1203.0,575.0,519.0,648.0,746.5,713.0,678.0,669.0,498.0,561.0,606.0,541.0,455.0,539.0,506.0,437.5,549.0,614.0,450.0,597.0,661.0,606.0,634.0,725.0,560.0,736.0,551.5,632.0,782.5,676.5,1.0,
00000000000000000042_0,859.5,624.0,573.0,658.5,661.5,820.5,829.0,878.0,812.0,1066.0,1353.5,1085.0,653.0,1138.0,1102.0,1081.0,1036.0,993.5,1138.0,923.0,1199.0,1256.0,1148.0,679.0,1948.0,1778.5,1192.0,671.5,644.0,627.0,662.5,638.0,552.0,1.0,
00000000000000000043_0,850.5,930.0,831.0,734.0,650.0,1293.0,843.5,1025.0,1116.0,1098.0,928.0,814.0,754.0,840.5,884.0,1033.5,1293.5,1286.0,1157.0,962.5,915.0,925.5,743.0,895.0,735.0,734.0,1377.0,757.0,829.0,724.5,914.0,864.0,872.0,1.0,
00000000000000000044_0,871.0,892.0,1192.0,738.0,775.0,819.0,727.0,806.5,1314.0,1211.0,1180.0,1148.0,707.0,889.5,1134.0,1153.0,922.0,819.0,733.0,723.0,1605.0,680.0,1454.0,833.0,1054.0,1548.0,1157.5,777.0,725.0,667.5,676.0,1052.0,773.5,1.0,
00000000000000000045_0,1242.0,1161.5,1223.0,1113.0,1051.0,1581.0,949.0,1045.5,1021.0,1064.0,1419.0,1037.0,1046.0,941.0,1303.0,1471.5,1372.0,908.0,945.0,1303.0,1262.0,1463.5,759.0,1333.0,1336.0,1309.0,970.0,1270.0,1235.0,1052.5,1405.5,1146.5,1170.5,1.0,
00000000000000000046_0,866.0,896.0,566.5,581.0,609.0,693.0,598.0,651.0,721.5,1498.5,1021.0,829.0,774.0,709.5,655.5,650.0,761.0,762.0,753.0,719.0,691.5,791.0,882.0,819.0,838.0,817.0,807.5,757.0,805.0,782.5,736.5,658.0,705.5,1.0,
00000000000000000047_0,421.0,601.5,275.0,471.0,471.5,508.0,700.5,557.5,599.0,527.0,497.0,516.0,482.0,437.0,606.0,827.0,687.0,556.0,601.0,802.0,507.0,539.0,717.0,628.0,623.0,501.0,463.0,504.0,481.0,388.5,629.0,529.5,783.0,1.0,
00000000000000000048_0,603.0,705.0,565.5,562.0,518.0,625.0,548.5,621.0,554.0,756.0,830.0,732.0,590.0,674.0,602.5,655.0,795.0,730.5,926.0,895.5,944.5,903.0,986.5,562.5,1011.0,1115.0,1434.5,610.0,628.0,567.0,662.0,501.5,626.5,1.0,
00000000000000000049_0,1506.5,2000.0,834.0,1054.0,1008.0,1286.5,1058.0,1354.0,1100.0,1013.0,1087.0,1078.0,839.0,909.5,1118.0,1206.5,908.0,883.5,997.5,1121.0,1068.0,1080.0,959.0,722.0,910.0,1048.0,1001.0,854.0,1826.0,694.5,961.0,350.0,792.5,1.0,
0000000000000000004a_0,426.0,561.0,536.0,512.5,518.0,580.0,574.0,554.5,514.5,1410.0,1132.0,892.0,544.0,917.0,851.5,1495.5,1314.0,814.0,808.0,1517.0,1434.0,1881.5,957.0,552.0,909.0,882.5,1245.5,494.5,521.0,525.0,576.0,532.0,608.0,1.0,
0000000000000000004b_0,881.0,1636.0,714.0,782.0,994.0,955.0,859.0,866.5,927.5,911.5,1068.0,844.0,1151.5,820.0,855.0,914.0,996.0,1337.0,957.0,1009.0,898.0,2240.0,811.0,1858.0,1029.5,901.5,851.0,744.0,1204.0,841.0,893.5,993.5,1118.0,1.0,
0000000000000000004c_0,395.0,460.0,438.5,647.0,604.0,647.5,709.5,926.5,845.5,848.5,733.0,660.0,929.0,594.0,745.5,772.5,830.0,737.0,670.5,839.0,590.0,457.0,474.0,557.0,543.0,589.0,476.0,408.0,460.5,438.0,628.0,456.0,556.5,1.0,
0000000000000000004d_0,1032.0,760.5,1170.0,1497.5,1163.0,784.5,809.0,1481.0,1454.5,1083.0,996.0,996.0,695.0,1278.0,1299.0,1433.5,997.0,868.0,945.0,1182.0,1027.0,1075.0,929.0,649.5,1413.0,1049.0,1392.0,607.0,590.5,596.0,963.0,746.5,1326.0,1.0,
0000000000000000004e_0,656.5,678.0,1097.0,864.0,909.0,1013.0,909.0,870.0,1025.0,937.0,1161.0,905.0,563.0,1042.5,1071.0,1001.5,851.0,669.0,787.5,941.0,887.0,904.0,805.0,652.0,888.0,873.0,951.0,611.0,584.5,580.5,748.0,1622.0,950.0,1.0,
0000000000000000004f_0,1623.0,1539.0,1355.0,1087.0,1494.0,1085.0,950.5,1055.0,900.0,966.0,1146.0,855.5,1101.5,883.0,993.0,872.0,758.0,936.0,1099.5,1048.5,990.0,969.0,1246.0,724.0,924.0,963.0,963.0,757.0,752.0,1075.0,1080.5,787.0,1184.5,1.0,
00000000000000000050_0,1363.0,1430.0,1242.5,1057.5,1220.0,1180.5,1020.5,1215.5,1113.0,1227.5,1178.5,1221.0,1182.5,985.0,1109.0,1042.0,893.5,1287.0,1040.0,1085.5,1199.0,1745.0,1241.0,1119.0,1416.0,1158.0,1225.0,935.0,1441.5,1358.0,1390.0,1035.0,1218.0,1.0,
00000000000000000051_0,653.5,807.0,1027.0,1029.5,1527.0,1007.5,865.0,1623.0,1153.5,1098.0,1053.0,1000.0,869.0,995.0,926.0,1022.0,1142.5,962.5,997.0,1055.0,1664.5,1671.0,1516.0,1198.0,1884.5,1512.5,1716.5,684.0,1337.0,1190.5,797.0,840.5,1492.5,1.0,
00000000000000000052_0,593.0,661.0,1143.5,813.5,901.0,970.0,969.5,890.5,842.0,762.0,722.0,741.0,592.0,750.0,779.0,780.5,745.0,694.5,722.0,767.0,821.0,981.5,869.0,969.0,861.0,851.0,809.0,652.0,692.0,644.0,861.0,858.0,829.0,1.0,
00000000000000000053_0,1424.0,1059.0,837.0,1310.0,1037.5,903.5,807.0,1054.0,1342.0,684.0,878.0,949.0,917.0,822.0,1200.5,1270.0,1013.0,667.0,1006.0,1331.5,812.0,1299.0,1030.0,853.0,1157.0,1045.5,1386.0,352.0,736.0,650.5,765.5,911.0,979.0,1.0,
00000000000000000054_0,695.0,1618.5,1103.0,1663.5,1403.0,1143.5,867.0,1002.0,929.0,1080.5,1069.0,1097.5,1070.5,1049.5,929.5,990.5,990.5,1034.5,1026.0,998.0,1154.0,1004.0,1029.0,1359.5,1215.0,1043.5,1370.0,684.0,851.5,1184.0,860.0,871.5,1578.5,1.0,
00000000000000000055_0,1125.0,1153.0,834.0,721.5,1274.0,919.5,862.0,1358.0,1176.0,879.0,1115.5,840.0,856.5,574.0,1103.0,1124.0,744.0,703.0,775.0,1538.0,717.0,1643.0,1253.5,795.0,1219.0,731.5,823.0,575.5,826.0,728.5,918.5,785.0,1072.0,1.0,
00000000000000000056_0,1257.0,1199.5,1210.0,1595.0,1896.5,916.5,1296.0,1441.0,1601.5,913.0,1129.5,1099.0,1030.0,1034.0,1195.0,1289.0,1453.5,825.0,1048.0,1689.0,962.5,1316.0,1215.0,1811.0,1350.0,1337.0,1440.0,682.0,849.0,1294.5,1209.0,1411.0,949.0,1.0,
00000000000000000057_0,811.0,1324.0,764.0,978.0,1067.0,1281.5,1045.0,1131.5,1118.0,1450.0,1167.0,1039.5,993.0,1139.5,1150.0,1280.0,1121.0,892.0,876.0,1088.0,1124.0,1417.0,1220.5,1602.5,1879.0,1508.5,1575.0,971.0,903.5,994.0,856.0,964.5,847.5,1.0,
