system:index,SWIR2,SWIR2_1,SWIR2_10,SWIR2_11,SWIR2_12,SWIR2_13,SWIR2_14,SWIR2_15,SWIR2_16,SWIR2_17,SWIR2_18,SWIR2_19,SWIR2_2,SWIR2_20,SWIR2_21,SWIR2_22,SWIR2_23,SWIR2_24,SWIR2_25,SWIR2_26,SWIR2_27,SWIR2_28,SWIR2_29,SWIR2_3,SWIR2_30,SWIR2_31,SWIR2_32,SWIR2_4,SWIR2_5,SWIR2_6,SWIR2_7,SWIR2_8,SWIR2_9,VALUE,.geo
000000000000000000a9_0,659.0,758.5,713.0,689.0,710.5,850.0,1125.0,1366.5,960.5,1034.0,1020.0,927.0,693.0,969.0,1223.0,1164.0,955.0,947.0,874.0,842.0,1236.0,1029.5,917.5,905.0,1043.5,922.0,1136.0,606.0,852.0,617.0,773.0,767.0,1239.0,1.0,
000000000000000000aa_0,172.5,284.0,109.0,273.0,278.0,323.0,262.5,312.0,308.0,338.0,321.0,315.5,343.5,252.0,186.0,339.5,384.5,320.0,351.0,341.5,342.5,181.5,373.0,449.0,347.0,270.0,366.0,154.0,412.5,215.0,538.0,538.5,447.0,1.0,
000000000000000000ab_0,763.5,546.0,881.0,397.0,754.5,595.0,865.0,1040.0,1044.5,1032.0,1055.0,1050.5,538.0,912.0,1457.0,1490.5,852.0,651.0,651.0,1025.0,818.5,1037.0,1172.0,612.0,1149.0,752.5,1294.0,812.5,725.0,842.5,1608.5,747.5,883.0,1.0,
000000000000000000ac_0,651.0,1031.0,839.0,1082.5,1043.0,993.0,868.0,1182.0,1673.0,1711.5,1407.0,1040.0,1325.0,987.0,1018.0,1058.0,1832.0,974.5,1045.0,1494.0,1334.5,1721.0,1140.0,861.0,1166.0,1170.0,1060.5,903.5,1199.5,1757.0,1143.0,1054.5,1207.0,1.0,
000000000000000000ad_0,771.0,831.0,1167.5,1146.5,956.0,1028.0,761.0,1080.5,1235.0,1137.0,1357.5,980.0,863.5,1338.0,1180.0,1204.0,1077.0,1135.0,1013.0,983.0,1000.0,1616.0,855.5,1160.0,1068.0,749.0,1048.5,1315.0,1075.0,2495.0,1329.5,871.0,1360.0,1.0,
000000000000000000ae_0,893.0,1067.0,1042.5,943.5,874.0,1002.0,976.0,1130.0,1096.0,1348.0,1684.0,1023.0,677.0,990.5,815.5,955.0,967.0,880.0,759.0,862.0,959.5,1963.0,1533.0,1400.0,1419.0,1350.5,1018.0,480.0,1544.0,789.0,823.0,710.0,879.5,1.0,
000000000000000000af_0,1474.0,1562.0,1396.5,1445.0,1391.0,1620.5,1586.0,1778.0,1764.5,1841.0,1679.5,1920.0,1351.5,1696.0,1818.0,1788.0,1951.0,960.0,891.0,995.5,1131.0,945.0,1854.0,1300.0,1958.0,1596.0,1571.0,1183.0,1280.0,930.0,1140.0,1258.0,1484.5,1.0,
000000000000000000b1_0,772.5,617.0,566.0,685.0,782.5,650.0,925.0,1173.0,1049.0,1129.5,769.0,973.0,659.0,856.0,1352.5,1441.0,980.0,713.0,673.5,1093.5,836.0,1039.0,1287.0,698.0,1381.5,735.0,1324.0,646.0,689.0,689.0,766.0,686.5,793.0,1.0,
000000000000000000b2_0,713.0,705.0,900.0,1118.0,1047.0,1012.0,930.0,964.0,931.0,1133.5,1129.0,931.5,598.0,896.5,966.5,1145.0,963.0,1002.0,799.5,1089.0,1032.5,1028.0,1039.0,691.0,891.5,1009.0,889.0,644.0,1143.5,993.0,1164.0,1249.0,1098.0,1.0,
000000000000000000b3_0,983.0,813.0,1137.0,926.0,1094.0,1064.5,896.0,1256.5,1803.0,940.0,886.0,1102.0,777.0,1070.0,1179.0,1287.0,978.0,576.0,812.0,1247.0,1416.5,1260.0,1409.0,895.0,1242.0,1144.0,1336.5,655.5,785.0,625.0,786.0,912.0,931.0,1.0,
000000000000000000b4_0,955.0,1398.0,686.0,1426.0,1184.0,990.0,1112.0,1163.0,1611.0,1279.0,1127.0,837.0,953.5,921.0,1505.0,1025.0,1307.0,875.0,871.0,1016.0,1112.0,1106.0,906.0,1921.0,937.0,928.0,1194.0,781.0,640.0,1045.0,871.0,1057.0,1594.0,1.0,
000000000000000000b5_0,818.0,1178.0,896.0,1020.5,1154.0,1275.0,1034.0,1012.0,1343.0,1067.0,1019.5,999.0,816.5,902.5,979.0,1164.0,833.0,840.0,818.0,878.5,1031.0,702.0,918.0,1306.0,1009.0,870.0,882.0,1084.0,1508.0,1113.5,1448.5,1018.0,1128.0,1.0,
000000000000000000b6_0,1185.5,923.0,889.0,1395.0,1096.5,903.0,1001.0,939.0,1069.0,1129.5,1166.0,1121.5,875.5,1067.0,1220.0,1364.0,1053.0,1195.0,965.0,1108.0,1169.0,1149.0,1128.0,1607.0,888.5,1241.5,882.0,1390.0,1357.5,1242.0,1348.5,1392.0,1012.5,1.0,
000000000000000000b7_0,384.0,336.5,511.0,479.0,695.0,392.0,442.0,709.5,634.0,672.0,638.0,616.0,390.0,519.0,514.0,609.0,431.0,531.0,385.0,478.0,498.0,457.0,464.0,353.0,362.5,489.0,479.0,429.0,540.0,463.0,489.0,287.0,398.0,1.0,
000000000000000000b8_0,893.0,1194.0,808.5,829.0,968.0,950.5,808.0,1143.0,2017.0,1509.5,1151.0,962.0,1108.0,840.0,835.0,862.0,980.0,1026.0,842.5,892.0,791.0,840.0,946.0,1414.5,839.5,877.0,913.0,803.0,1400.0,914.0,911.0,1562.0,1206.0,1.0,
000000000000000000b9_0,951.5,696.5,571.0,728.0,784.0,931.0,800.0,1041.0,1163.0,1041.5,785.5,482.0,475.0,570.0,1015.0,1316.0,525.0,620.0,748.0,1060.0,1024.0,880.5,1370.0,1008.0,1189.0,572.0,967.0,602.0,465.0,678.5,744.0,1026.0,908.0,1.0,
000000000000000000ba_0,425.0,498.5,408.0,468.0,533.0,508.0,549.0,530.0,490.5,506.0,577.5,546.5,533.0,486.0,468.0,529.0,475.0,502.5,480.0,467.0,474.0,655.0,551.0,617.0,536.5,528.0,526.0,507.0,467.0,422.5,540.5,600.0,523.0,1.0,
000000000000000000bb_0,913.0,684.0,770.0,662.5,604.5,673.5,753.0,931.0,862.0,755.0,701.0,707.0,676.5,672.0,701.5,727.0,635.0,649.0,678.0,663.5,709.0,734.0,654.0,687.0,679.0,743.0,660.5,609.0,535.0,630.0,804.0,603.0,623.0,1.0,
000000000000000000bc_0,700.0,924.0,1365.0,857.5,997.0,1002.0,926.5,1022.0,1286.0,1218.0,1166.0,1225.0,1024.0,1439.5,1274.0,1209.5,1271.0,1065.0,1096.0,1138.0,1037.5,1421.0,1278.0,942.0,1267.0,1247.0,1241.5,833.5,963.0,891.5,1126.0,1198.0,1157.0,1.0,
000000000000000000bd_0,651.0,689.0,1096.0,1650.0,1463.5,1899.5,1498.5,1705.5,1433.0,1635.0,1680.0,1556.5,658.0,1414.5,1445.5,1376.0,1087.0,903.5,1338.0,1098.5,1248.5,1125.5,1064.0,693.0,1207.0,1018.5,1174.0,706.5,689.0,651.0,1610.5,1233.0,1789.5,1.0,
000000000000000000be_0,820.5,567.0,712.0,1004.0,938.5,1223.0,970.0,1265.5,1143.0,1152.0,1060.0,1260.0,513.0,1148.0,1375.0,1126.0,920.0,971.0,977.0,1101.0,975.0,1134.0,1004.5,761.0,1199.0,846.0,910.5,530.0,834.0,567.0,916.0,1044.0,1153.0,1.0,
000000000000000000bf_0,704.0,723.0,1091.0,911.0,830.0,969.0,865.0,919.5,1244.0,1246.0,1132.0,1373.0,928.0,1405.0,1204.5,1251.5,1213.0,1056.0,1090.5,1087.0,976.0,1263.0,1287.0,909.0,925.0,1146.0,957.0,883.5,993.5,1028.0,1001.0,1015.0,1538.0,1.0,
000000000000000000c0_0,1131.5,2497.0,767.0,764.0,867.0,973.0,1181.5,1497.0,1392.0,1560.0,1298.0,1455.5,1044.0,934.0,962.0,1132.5,1484.0,1054.0,1144.0,1025.0,1190.0,1125.0,1186.0,1016.0,952.5,1003.0,1025.0,812.5,881.0,838.0,834.0,809.0,810.0,1.0,
000000000000000000c1_0,509.0,548.0,612.5,604.0,687.5,988.0,1125.5,1024.0,889.0,976.0,1047.5,1034.0,608.0,796.0,1018.5,1038.0,1005.0,839.0,831.5,913.5,953.0,836.0,847.5,880.5,950.0,948.0,1128.0,574.0,663.0,646.5,730.0,974.5,1144.0,1.0,
000000000000000000c2_0,832.0,1938.0,1033.0,945.0,1109.0,1275.0,1105.0,1109.5,1167.0,1039.0,851.0,1256.0,874.0,1194.0,1121.0,1025.0,1254.0,520.0,795.0,824.5,707.0,809.0,789.5,1436.0,1305.0,1037.0,1193.0,1551.0,531.5,876.0,908.0,1028.0,938.5,1.0,
000000000000000000c3_0,1320.0,1099.5,1028.0,918.5,920.0,1091.0,808.0,1620.5,1645.0,1738.0,1790.5,798.5,1278.5,779.0,1268.0,947.0,1494.5,864.0,1002.0,1240.0,685.0,653.5,708.0,1430.0,1442.0,724.0,776.0,1159.0,1453.0,763.0,1042.0,1042.0,1156.5,1.0,
000000000000000000c4_0,852.5,855.0,570.0,496.0,704.5,558.0,610.0,1303.0,1208.0,1264.0,462.0,596.0,583.0,519.0,897.0,811.0,814.0,764.0,859.0,1110.5,1132.0,1020.0,1437.0,832.0,1119.5,680.0,1094.5,653.0,639.0,724.0,794.0,777.0,653.0,1.0,
000000000000000000c5_0,819.5,617.0,636.0,526.0,740.0,651.0,663.0,1321.0,1118.0,444.5,352.5,421.0,551.0,536.0,897.0,810.5,982.0,855.0,922.0,1088.0,1055.0,773.5,1168.0,685.0,1047.0,793.0,990.0,493.0,744.0,655.0,585.0,778.0,732.0,1.0,
000000000000000000c6_0,724.5,657.0,702.0,496.0,823.0,668.0,569.0,1339.0,1393.0,956.5,283.0,354.0,583.0,552.5,951.0,877.0,868.0,734.0,859.0,1029.5,932.0,864.0,1197.0,592.0,993.0,803.0,956.0,550.5,767.0,733.0,656.0,685.5,732.0,1.0,
000000000000000000c7_0,989.0,726.5,838.0,440.0,757.0,219.5,244.0,205.0,104.0,67.5,271.5,55.0,542.0,109.5,248.0,122.0,111.0,35.0,62.0,49.0,72.0,111.5,59.0,590.0,32.0,30.5,43.5,648.0,791.5,711.0,958.0,578.0,708.0,1.0,
000000000000000000c8_0,1628.0,1261.5,1033.0,941.0,1004.5,1436.0,1391.0,1363.5,1533.5,1278.5,1294.0,1102.0,1285.5,1634.0,1791.0,1694.0,1121.0,1031.0,1200.0,1423.5,1272.0,1692.0,1072.0,1104.0,1192.0,1438.0,1216.0,858.0,1294.5,1154.0,1162.0,1013.0,1000.0,1.0,
000000000000000000c9_0,606.0,640.5,504.0,668.0,850.5,822.0,930.0,1252.0,1281.5,994.5,1287.0,984.5,608.0,1022.0,1051.5,1168.0,1051.0,937.5,915.5,920.0,996.5,1155.0,908.5,807.5,931.0,1035.0,858.0,676.0,887.0,756.0,845.0,672.0,684.0,1.0,
000000000000000000ca_0,604.5,884.5,1035.0,1087.5,1365.0,1882.0,976.0,1093.0,1596.5,1192.0,1033.0,1210.5,713.5,1048.0,1153.0,1422.5,1456.0,865.0,1022.0,1238.0,1019.0,1234.0,989.0,1557.5,1199.0,1372.0,1573.0,1244.5,1457.5,1232.5,1051.0,978.0,923.0,1.0,
000000000000000000cb_0,841.0,985.5,1788.0,1164.5,1293.0,1496.5,1485.0,1342.0,1932.0,1534.0,1377.0,1526.5,1013.0,1533.5,1904.0,2040.0,1672.5,1340.5,1213.0,1528.5,1441.0,1995.0,1481.5,910.0,1640.0,1833.0,1531.0,894.0,823.0,746.0,770.0,845.0,849.5,1.0,
000000000000000000cc_0,918.0,887.0,771.0,863.0,887.0,926.0,911.5,1029.0,895.5,956.0,895.0,809.5,1060.0,859.0,870.0,1020.5,1027.0,927.0,766.5,449.0,426.0,473.5,478.0,1370.5,718.0,742.5,1144.0,857.5,987.0,782.5,1134.0,977.0,1119.0,1.0,
000000000000000000cd_0,643.0,645.5,443.5,605.5,604.0,795.0,674.0,951.0,821.0,1011.0,928.5,706.0,741.0,738.0,709.0,814.0,776.5,635.5,581.0,802.0,635.0,899.0,957.5,661.0,752.0,914.0,672.0,650.0,811.0,800.5,855.0,918.0,706.0,1.0,
000000000000000000ce_0,1748.5,782.0,765.0,715.0,631.5,1272.0,784.5,1392.5,1247.5,1261.0,1210.0,1354.0,1186.5,1207.0,1221.0,915.0,837.5,1054.5,890.5,1145.0,1108.5,1219.5,1112.0,1095.5,1224.0,846.0,1221.5,1110.0,1359.0,830.5,1002.0,1023.0,804.5,1.0,
000000000000000000cf_0,1014.0,1130.5,968.0,901.5,1546.0,1272.0,1131.0,1255.0,1546.5,1238.0,1617.0,1112.5,862.0,1387.0,988.0,1233.0,1258.5,1055.0,1366.0,1519.0,1325.0,1969.0,1366.5,1108.5,1507.0,1305.0,1156.0,1026.5,996.0,1058.0,999.0,1366.0,1042.5,1.0,
000000000000000000d0_0,1200.0,877.0,972.0,1333.0,1153.0,1328.0,1220.5,1704.0,1334.5,1220.0,1566.0,1372.0,1464.5,1347.0,974.0,1656.0,1307.0,1424.0,1540.5,1547.0,1332.0,1501.0,1377.5,1162.0,953.0,691.0,736.0,912.0,1819.0,1339.0,1804.0,1021.0,1304.0,1.0,
000000000000000000d1_0,816.0,860.0,571.0,864.0,996.0,1046.0,895.0,1001.5,898.0,901.5,1281.0,984.0,674.0,921.5,940.0,1258.5,1128.0,884.5,685.0,1052.0,1149.0,1500.0,1357.0,987.0,1320.0,910.0,1140.0,546.5,1482.0,871.0,1234.0,893.0,1288.5,1.0,
000000000000000000d2_0,978.0,891.0,706.0,548.0,608.0,1045.5,868.0,716.0,579.5,75.0,86.0,107.5,526.0,60.5,48.0,113.0,87.0,77.0,92.0,98.0,117.0,98.0,109.0,506.0,60.0,76.5,118.0,509.0,649.5,114.0,286.0,591.0,603.5,1.0,
000000000000000000d3_0,223.0,440.0,136.0,301.0,548.0,461.0,467.0,453.5,425.0,496.0,500.5,514.0,315.0,348.0,411.0,587.0,589.0,450.5,535.5,675.0,453.0,462.5,621.5,592.0,649.0,470.5,554.5,234.0,609.0,323.5,591.0,692.5,659.0,1.0,
000000000000000000d4_0,573.5,557.0,443.0,458.0,434.0,598.0,548.0,563.0,663.0,612.0,588.0,545.5,546.0,572.5,508.0,600.0,756.0,678.0,1150.0,1202.0,918.0,1068.0,1025.5,523.5,1043.0,1021.0,899.0,509.0,508.0,551.0,661.0,612.0,550.0,1.0,
000000000000000000d5_0,467.0,213.5,86.0,44.5,73.0,92.0,58.0,58.0,35.0,21.0,54.0,44.0,573.0,63.0,33.5,51.0,58.0,43.0,56.0,51.0,47.0,43.0,56.0,67.0,21.0,18.0,40.5,37.0,58.5,60.5,82.0,144.0,51.0,1.0,
000000000000000000d6_0,701.0,760.0,1633.0,908.5,769.0,1182.0,777.5,1370.0,1296.0,1365.5,1570.0,1078.0,694.0,894.5,1474.0,667.0,853.0,994.0,1156.5,1264.0,923.0,864.0,1957.0,838.0,1049.0,717.0,928.0,604.0,937.0,872.0,1042.0,834.0,1153.5,1.0,
000000000000000000d7_0,498.5,514.0,438.0,624.5,661.0,938.0,801.0,810.0,724.0,776.5,938.5,937.0,562.5,690.0,670.5,1086.0,834.0,819.0,714.0,817.5,777.0,1396.0,1178.0,625.0,991.5,802.5,759.0,440.0,885.0,617.5,1021.0,704.0,1029.0,1.0,
000000000000000000d8_0,646.0,755.0,1310.0,615.0,741.0,1202.0,767.0,1792.0,1311.5,1323.0,1503.5,678.0,622.5,1268.5,1676.0,605.5,929.0,882.0,993.0,1136.0,856.5,1276.0,1356.0,855.5,1067.0,868.0,1357.0,521.0,1742.0,985.0,1380.0,841.5,816.5,1.0,
000000000000000000d9_0,59.0,116.5,-20.0,103.0,58.0,46.5,31.0,32.0,62.0,90.5,70.0,62.0,103.0,36.0,33.0,81.0,42.0,68.0,24.0,52.0,26.0,60.0,60.0,52.0,26.0,21.0,36.0,-13.0,83.5,77.0,120.0,160.0,16.5,1.0,
000000000000000000da_0,564.5,742.0,512.0,1370.5,676.0,885.0,620.0,987.0,695.0,759.0,632.0,787.5,603.0,760.5,915.5,929.0,1045.5,1120.0,909.0,881.5,881.5,1007.5,1485.5,726.0,1919.0,1252.0,1029.5,450.0,841.5,687.0,1672.0,1389.5,1603.0,1.0,
000000000000000000db_0,947.0,890.0,568.0,901.0,932.0,1278.0,1131.5,1520.5,1099.0,1018.0,1010.0,1158.0,866.0,1131.5,1293.0,1147.0,1143.5,880.0,1036.0,1132.0,1189.0,1031.0,1304.0,1062.5,1237.0,1144.5,1151.0,956.5,1350.0,976.0,1170.0,1133.0,1421.5,1.0,
000000000000000000dc_0,822.0,717.0,1027.0,709.0,773.0,1017.0,760.0,1168.0,971.5,804.0,1001.0,1225.5,672.0,1057.0,1375.0,1364.0,1071.5,1015.0,1349.5,1141.0,1546.0,1547.0,1115.0,1171.0,1177.0,1394.0,1273.0,1016.0,1596.0,868.0,1016.0,1017.0,1311.5,1.0,
000000000000000000dd_0,1754.0,1719.0,1184.0,962.5,807.0,884.0,990.0,1713.0,1062.5,1095.0,931.5,913.0,553.5,856.0,834.0,997.0,1832.5,1510.0,1295.0,2048.0,1692.5,1040.5,1459.0,688.0,1631.0,1126.0,1738.0,563.0,939.5,668.0,1728.0,773.0,1706.5,1.0,
000000000000000000de_0,288.0,524.0,43.0,20.0,23.0,69.0,66.0,23.0,45.0,25.0,46.0,52.0,87.5,24.0,28.0,61.0,23.5,37.0,35.0,44.0,88.0,37.0,47.0,44.0,21.0,18.0,44.0,22.0,20.0,32.5,47.0,224.0,3.0,1.0,
000000000000000000df_0,368.5,1289.0,832.0,1024.0,1114.0,1186.0,1260.0,1400.5,1230.0,1021.0,1231.5,1075.5,800.5,989.0,1093.0,1044.0,1069.5,955.0,828.5,1052.0,1030.5,1065.0,1206.0,1343.5,917.0,1036.0,853.0,1047.0,1315.0,1030.0,893.5,1148.0,956.5,1.0,
000000000000000000e0_0,621.5,500.0,174.0,58.0,57.0,-16.0,71.5,37.0,46.0,31.5,56.0,40.0,652.0,40.0,41.0,61.0,66.0,20.5,56.0,29.0,67.0,37.0,56.0,422.0,27.0,21.0,38.5,279.0,165.0,171.5,132.0,392.5,112.0,1.0,
000000000000000000e1_0,206.0,131.5,44.0,75.5,57.0,25.0,57.5,55.0,71.5,64.0,92.0,61.5,103.0,62.5,32.0,38.0,67.0,49.0,76.0,54.5,83.0,53.0,64.5,68.5,29.0,33.0,49.0,60.0,60.5,61.0,133.0,201.5,72.0,1.0,
000000000000000000e2_0,226.0,135.0,41.0,57.5,36.0,69.0,37.0,32.0,36.0,87.0,55.0,36.5,335.0,47.0,23.5,52.0,49.0,37.0,28.5,28.0,53.0,38.0,58.0,19.0,21.0,15.0,36.0,37.0,21.5,67.0,82.0,220.5,46.0,1.0,
000000000000000000e3_0,647.0,615.0,636.0,714.0,857.0,1130.0,1208.0,1658.0,1655.5,1186.5,1253.0,1201.0,637.5,1457.0,1267.0,1467.0,1511.0,1180.0,1154.0,1252.0,1331.5,1380.0,1216.0,630.0,1247.0,1501.0,1043.0,684.0,631.0,610.0,715.5,635.5,582.5,1.0,
000000000000000000e4_0,953.0,1383.0,963.0,1032.0,962.0,863.0,885.0,1785.0,835.0,716.0,1130.0,768.0,1360.5,706.0,1463.0,917.0,809.0,760.0,1088.0,1549.5,1230.0,1478.0,1548.0,890.0,1270.0,1517.0,1637.0,681.5,1302.0,1362.0,1148.0,1096.5,1256.0,1.0,
000000000000000000e5_0,702.0,705.0,388.5,507.0,414.0,466.5,435.0,582.5,267.5,213.0,212.0,75.5,792.0,89.0,35.0,60.0,82.0,68.0,70.5,101.5,54.0,60.0,81.0,800.0,39.0,50.0,72.0,687.5,752.0,663.5,644.0,652.0,528.0,1.0,
000000000000000000e6_0,1239.0,1112.0,1295.0,1213.0,1334.0,1438.0,1319.0,1399.0,1312.0,1535.0,1611.5,1183.0,1083.0,1455.0,1916.5,2005.5,1541.5,1357.5,1007.5,1426.0,1183.0,623.0,528.0,1596.0,510.0,708.0,592.0,1088.0,1659.5,1366.0,1461.0,1520.0,1536.0,1.0,
000000000000000000e7_0,620.5,720.5,867.5,1051.0,977.0,1107.0,926.0,1274.5,1397.0,1110.0,1129.0,1032.5,636.0,918.0,1015.0,1291.0,1273.0,900.0,779.5,1043.0,1093.0,1285.5,1266.0,612.0,1168.0,901.0,1091.0,1474.0,1519.0,1026.0,1087.0,1114.0,1488.5,1.0,
000000000000000000ea_0,432.0,615.0,317.5,441.0,731.5,680.5,605.5,551.0,653.0,798.5,691.5,745.0,420.5,504.0,539.0,670.5,614.0,550.0,679.0,886.0,535.0,699.0,973.0,689.0,1029.0,841.0,808.0,470.0,1142.0,535.5,1122.0,824.0,1065.0,1.0,
000000000000000000eb_0,461.0,63.5,82.5,63.0,36.0,40.0,47.0,35.0,59.5,75.0,56.0,80.0,85.0,35.0,70.5,88.5,67.0,54.0,45.5,87.0,46.0,52.0,75.0,84.0,41.0,44.5,44.5,96.0,39.5,43.0,83.0,296.0,32.5,1.0,
000000000000000000ec_0,1385.0,797.0,483.5,522.0,609.0,597.0,511.0,579.0,537.0,576.5,401.0,303.0,548.0,304.0,138.5,122.0,90.0,59.0,91.0,70.0,115.5,64.0,73.5,559.0,48.0,97.0,121.0,273.0,355.0,214.0,324.0,415.0,542.0,1.0,
000000000000000000ed_0,631.0,522.0,308.5,385.5,399.0,482.0,507.0,445.5,669.0,919.0,540.0,691.0,577.0,637.0,673.0,793.0,725.0,708.0,688.0,703.0,685.0,992.0,997.0,573.0,776.5,790.0,679.0,563.0,465.0,675.0,596.0,581.0,459.0,1.0,
000000000000000000ee_0,861.0,1424.0,901.0,1200.0,1328.5,832.0,1093.5,1680.0,958.0,1065.5,1021.5,947.5,914.0,1050.5,1614.0,692.0,852.0,698.0,1337.0,866.0,847.0,1328.0,1001.5,947.0,1161.0,1272.0,1060.5,965.0,807.0,1025.0,1209.0,1468.0,1226.0,1.0,
000000000000000000ef_0,404.0,72.5,34.0,84.0,61.0,121.0,38.5,39.0,45.5,86.5,70.0,59.0,71.0,27.0,32.5,34.5,52.0,37.0,50.0,44.0,68.0,37.0,59.0,48.0,41.0,32.5,49.0,22.0,23.0,78.0,82.0,222.0,1.5,1.0,
000000000000000000f0_0,1214.0,709.0,594.0,576.0,604.0,616.0,590.0,626.0,1073.0,1334.0,757.5,976.5,829.5,1016.5,1163.0,1096.0,1026.0,960.0,906.0,1011.5,931.0,1312.0,1198.0,750.5,899.0,1041.0,992.5,599.0,600.0,1255.0,768.0,647.0,619.0,1.0,
000000000000000000f1_0,710.0,504.5,125.0,136.0,137.0,130.0,106.5,63.0,62.0,100.0,93.0,71.0,307.0,88.0,59.0,88.0,58.0,31.0,38.5,55.5,74.0,87.0,73.5,201.0,45.0,81.5,69.0,66.0,190.0,166.0,190.0,272.0,197.0,1.0,
000000000000000000f2_0,372.0,338.0,183.0,206.0,361.0,353.0,436.5,367.0,674.5,717.0,396.0,536.0,423.0,520.0,523.0,642.0,504.0,499.0,554.5,561.0,459.0,856.0,919.0,408.5,653.0,483.0,503.5,270.0,387.0,426.0,463.0,535.0,362.0,1.0,
000000000000000000f3_0,983.5,556.5,88.0,75.5,36.0,98.0,45.5,59.0,48.0,61.0,61.0,39.0,564.0,37.0,25.0,37.5,46.0,26.0,15.5,30.0,67.0,29.5,51.5,66.5,25.0,33.0,50.0,21.0,55.0,51.0,83.0,287.0,38.0,1.0,
000000000000000000f4_0,568.5,718.0,34.0,43.0,36.0,35.0,71.0,37.5,43.0,60.5,88.5,31.0,61.0,35.0,34.0,54.0,34.0,47.0,57.0,49.0,44.0,35.0,62.5,47.5,30.0,25.0,58.0,25.0,23.0,43.0,83.0,159.0,3.0,1.0,
000000000000000000f5_0,1230.5,653.0,41.0,433.0,788.0,919.0,46.5,34.5,61.0,55.5,61.0,49.5,462.5,56.0,74.5,63.0,55.0,51.0,64.0,66.5,116.0,84.5,74.0,369.5,88.0,27.5,39.0,66.0,156.0,43.0,82.0,379.5,492.0,1.0,
000000000000000000f6_0,304.0,507.0,217.5,103.0,161.0,156.0,127.0,125.0,92.0,96.0,128.5,85.0,156.0,82.0,86.0,95.0,125.5,97.0,65.5,92.0,98.0,82.0,84.0,153.0,69.0,64.0,68.5,97.0,116.5,159.0,154.0,92.0,112.0,1.0,
000000000000000000f7_0,892.0,995.0,1060.0,981.0,1266.0,973.5,1043.0,1636.0,1039.0,1131.0,1181.0,1140.0,1318.5,1060.0,1581.5,904.0,962.5,714.0,808.5,844.0,880.0,1376.5,1222.0,968.5,1235.0,1056.0,1203.0,934.5,1494.0,1178.5,1799.0,1471.5,1269.5,1.0,
000000000000000000f8_0,588.0,664.0,24.0,76.0,36.0,69.0,71.0,31.0,48.0,59.5,61.0,35.0,85.0,92.0,50.0,69.5,54.0,35.0,25.0,42.0,24.0,32.0,63.5,12.5,26.0,31.0,43.0,25.0,23.0,56.0,46.0,159.0,31.0,1.0,
000000000000000000f9_0,1728.0,997.0,132.0,363.5,743.0,920.0,59.0,59.0,35.0,60.0,61.0,15.0,99.0,36.0,42.0,51.0,28.5,46.0,24.5,54.0,53.5,45.0,67.5,292.5,34.0,24.5,30.0,59.0,584.0,78.0,64.0,223.0,235.0,1.0,
000000000000000000fa_0,1567.0,1040.0,641.0,490.5,667.0,506.0,101.0,30.0,48.0,38.5,58.0,46.5,145.0,67.5,28.0,84.0,46.0,34.0,35.0,50.0,54.0,85.5,67.0,519.0,76.0,38.0,35.5,481.0,642.5,66.0,108.5,406.0,714.0,1.0,
000000000000000000fb_0,647.0,593.0,44.0,22.0,73.0,41.0,38.0,32.0,48.0,67.0,93.0,45.0,39.0,32.0,28.0,60.0,39.5,29.0,65.0,27.0,28.0,32.0,60.0,47.5,25.0,26.5,33.0,25.0,23.0,43.0,133.0,198.0,46.5,1.0,
000000000000000000fc_0,745.0,691.5,24.0,111.0,-15.0,56.0,59.0,38.0,35.5,38.0,86.0,51.0,87.5,31.5,47.0,54.5,28.0,39.5,23.0,35.0,24.0,29.0,51.0,82.5,27.0,23.5,32.0,-14.0,56.0,56.0,83.0,273.0,30.5,1.0,
000000000000000000fd_0,705.0,707.0,811.0,974.5,804.0,978.0,925.0,1092.0,1034.0,942.0,897.5,890.0,755.0,753.0,888.0,919.5,805.0,803.5,857.0,859.0,826.5,913.5,851.0,827.0,766.0,836.0,754.5,691.0,649.0,888.0,1427.0,885.0,987.0,1.0,
000000000000000000fe_0,1009.0,899.5,1154.0,913.0,739.0,902.5,944.0,1437.5,1363.5,1008.5,1146.5,935.5,734.0,934.5,1516.0,1119.0,915.5,783.0,878.0,1102.0,1201.0,1257.0,1314.5,788.0,1684.0,1526.0,2069.0,684.0,827.0,837.5,1608.0,1242.0,1112.0,1.0,
000000000000000000ff_0,1416.0,1704.0,2244.5,980.0,890.0,1151.5,1057.0,1914.0,1290.5,963.0,1191.0,1013.5,1049.0,1014.0,1361.5,978.0,1072.5,870.5,814.0,1214.0,1064.5,1057.0,1911.0,1528.0,2439.0,2392.5,2406.0,847.0,1488.0,1207.5,1506.0,1313.5,2033.0,1.0,
00000000000000000100_0,952.5,584.5,38.0,51.5,93.0,99.0,28.0,31.5,34.5,26.0,29.0,43.0,528.5,52.0,51.0,55.5,53.5,60.0,32.0,54.5,47.0,32.0,49.0,220.5,27.0,35.0,48.0,25.0,647.0,23.5,75.0,220.0,38.0,1.0,
