system:index,NDVI,NDVI_1,NDVI_10,NDVI_11,NDVI_12,NDVI_13,NDVI_14,NDVI_15,NDVI_16,NDVI_17,NDVI_18,NDVI_19,NDVI_2,NDVI_20,NDVI_21,NDVI_22,NDVI_23,NDVI_24,NDVI_25,NDVI_26,NDVI_27,NDVI_28,NDVI_29,NDVI_3,NDVI_30,NDVI_31,NDVI_32,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,VALUE,.geo
00000000000000000000_0,0.74625146,0.8508584,0.9207459,0.8663304,0.8869604,0.7924188,0.8294518,0.8967365,0.8955224,0.85908824,0.88346034,0.89050835,0.8492187,1.0364465,1.6252588,0.9114219,0.8582677,1.007362,0.89920807,1.0350318,0.9114219,1.0573066,0.91569084,0.86836696,1.1216216,1.0736196,0.98342544,0.8652807,0.85467756,0.7705287,0.46645108,0.4858871,0.8313865,1.0,
00000000000000000001_0,0.7980407,0.83365756,0.95977014,0.8641115,0.86103964,0.85779583,0.8457088,0.9074863,0.90643275,1.092827,0.9118607,0.8550555,0.8434004,0.8471966,0.8854167,0.87573963,0.93957704,0.924812,0.95679015,0.8590873,1.1634241,1.2116183,1.4255319,0.94520545,1.1198157,1.6666666,1.6792452,0.8008658,0.8000746,0.7774068,0.69655174,0.7662464,0.79949665,1.0,
00000000000000000002_0,0.8918742,0.89641434,0.88359135,0.96375465,0.869846,0.8882125,0.8914928,0.908579,0.8997821,0.9047341,0.90950865,0.8829938,0.8456935,0.8685146,0.85398364,0.8950216,0.9028571,0.8994274,0.9,0.92070484,0.8928907,0.9093783,1.036036,0.8837144,0.924001,0.9130435,0.9114911,0.880651,0.8834681,0.87300575,0.8289512,0.8434382,0.876516,1.0,
00000000000000000003_0,0.79350764,0.85626286,0.9498208,0.8301187,0.8579356,0.87350833,0.8491515,0.9610895,1.2150538,0.9076923,0.97692305,1.1725888,0.85809684,0.8832753,1.0705128,0.84432715,0.903125,0.920354,0.951049,0.9158576,0.97540987,3.25,1.8280255,0.84832454,1.7058823,2.2653062,2.5294118,0.82102907,0.85006464,0.7870968,0.7418033,0.7624724,1.0,1.0,
00000000000000000004_0,0.80749685,0.84428495,0.72493035,0.6870987,0.6829337,0.7046905,0.73594254,0.78253704,0.7169298,0.7779544,0.6775661,0.65694773,0.79677737,0.76284987,0.7782577,0.7284768,0.7218187,0.78512794,0.7096858,0.7883942,0.7162719,0.75067866,0.80533063,0.81056887,0.87966806,0.7783898,0.6795831,0.82439333,0.7754825,0.7483221,0.7113402,0.64166665,0.7254692,1.0,
00000000000000000005_0,0.86204785,0.8442822,0.7636905,0.71675676,0.7639576,0.68174344,0.7641953,0.7462006,0.80300385,0.77967036,0.8192234,0.7411467,0.8118136,0.8048048,0.7674282,0.7647059,0.78881985,0.8269803,1.2248243,0.81167024,0.84636116,0.75142854,0.80326855,0.59540063,0.85595566,0.83517766,0.85404336,0.6086331,0.7681585,0.7703349,0.6065995,0.63932943,0.6864564,1.0,
00000000000000000006_0,0.8040245,0.88126445,0.8244973,0.853717,0.8748682,0.7990581,0.897909,0.9150285,0.9475164,0.8898271,0.89041096,0.94135493,0.8689989,0.8889884,0.8989042,0.8770703,0.8774984,0.87966037,0.8978151,0.9357143,0.9238281,0.91178495,0.9154733,0.8645132,0.9086723,0.91233766,0.9178338,0.85117495,0.8840688,0.80138814,0.6948512,0.67402375,0.8564137,1.0,
00000000000000000007_0,0.8595866,0.859382,0.5973085,0.6072656,0.68066525,0.67164177,0.66792893,0.743871,0.7051745,0.68579423,0.71882087,0.76097745,0.8122345,0.80320764,0.7620321,0.6545633,0.73333335,0.7480974,0.76258993,0.7567766,0.7525711,0.6606272,0.7933306,0.8409437,0.7862721,0.8038462,0.7831644,0.6302777,0.6978417,0.65600973,0.48769498,0.49516353,0.6890534,1.0,
00000000000000000008_0,0.8680951,0.8775079,0.9517241,0.83035713,0.85188633,0.86269647,0.8655891,0.8800358,0.8659558,0.8901099,0.8860648,0.8849888,0.8545574,0.9060987,0.90375835,0.89514065,0.88224876,0.895082,0.8954403,0.8817377,0.9366654,0.9003559,0.93631136,0.8780488,0.91694725,0.92319506,1.1234568,0.88078177,0.87423414,0.8657581,0.68769807,0.7983523,0.8639839,1.0,
00000000000000000009_0,0.85172313,0.8846847,0.71308315,0.7234986,0.73267037,0.78848416,0.70991135,0.73317015,0.84389955,0.80174047,0.80453753,0.74481773,0.80502903,0.8021293,0.752229,0.79400593,0.78662974,0.799783,0.83537334,0.795904,0.78909385,0.7843204,0.84927315,0.81515956,0.83541906,0.78564256,0.8027972,0.7858757,0.8133544,0.79995334,0.7214286,0.693806,0.7434365,1.0,
0000000000000000000a_0,0.80344826,0.7773019,1.2323943,2.054945,1.0324324,0.76783216,0.9444444,0.9701493,1.0729483,1.0576131,1.0,1.032,1.3700787,1.0764331,0.9166667,1.0698413,1.0221403,1.0551181,1.0273224,0.935,1.1349694,5.3018866,4.12,0.81858903,2.982143,2.030303,2.6727273,0.78625953,0.7614858,1.16875,0.58686566,0.7882798,0.97356826,1.0,
0000000000000000000b_0,0.8407611,0.9037433,0.825716,0.83298784,0.88480633,0.8516275,0.8923213,0.90516037,0.86940014,0.9089317,0.8851613,0.8903776,0.82619977,0.9219409,0.82750994,0.8808347,0.88285166,0.9283039,0.89035916,0.90562147,0.909001,0.9341826,0.98086125,0.8589635,0.99222547,1.0358924,1.0527086,0.8384673,0.83936363,0.8199203,0.7909174,0.8030421,0.8390663,1.0,
0000000000000000000c_0,0.8469578,0.8661111,0.7265984,0.7731707,0.6707377,0.8166322,0.7063316,0.7480939,0.7669123,0.7568569,0.7547398,0.7654388,0.7121166,0.7701072,0.73536617,0.76810384,0.79945797,0.77888674,0.7568345,0.86923903,0.7501821,0.7650852,0.7692308,0.8044848,0.8327206,0.80016935,0.8291621,0.7801449,0.81143486,0.72423744,0.6300384,0.7557252,0.7399582,1.0,
0000000000000000000d_0,0.7497774,0.79632646,0.7581931,0.7547083,0.7801469,0.75907683,0.80921584,0.7634167,0.8201958,0.73318386,0.77506113,0.7832009,0.7286353,0.79151785,0.8450667,0.82105505,0.8371367,0.80225986,0.80853516,0.80684006,0.75673467,0.8212727,0.8358911,0.75852454,0.8341232,0.85657203,0.8440813,0.76184446,0.71473765,0.6868713,0.6637503,0.6674993,0.73031914,1.0,
0000000000000000000e_0,0.88601863,0.8848485,0.8559861,0.98949,0.8845116,0.84761906,0.8621755,0.9015863,0.89271253,0.90009296,0.90324354,0.8917456,0.8825,0.9089868,0.897281,0.89326423,0.8881078,0.9051951,0.8947368,0.9059394,0.89822704,0.93053836,0.9355342,0.8908698,1.5750487,0.9354528,0.9294377,0.8985812,0.88045865,0.909275,0.8334175,0.8577034,0.837432,1.0,
0000000000000000000f_0,0.85519415,0.8665903,0.7679156,0.8280837,0.866806,0.8329832,0.8636364,0.89302325,0.9006289,0.9071374,0.9039548,0.9062365,0.8733246,0.91015625,0.8901751,0.90854394,0.9157968,0.8941799,0.94093764,0.90830606,0.9657444,0.92779785,0.92804533,0.8777315,0.93680614,0.9351702,0.9312111,0.88620794,0.860108,0.8515942,0.79541355,0.8245413,0.87356776,1.0,
00000000000000000010_0,0.80943686,0.81014645,0.86881936,0.8370895,0.8332626,0.8092743,0.8267183,0.8722797,0.84518945,0.8526164,0.70677644,0.7874074,0.8108827,0.79305136,0.7520839,0.76839566,0.7818674,0.8249337,0.8033649,0.80445796,0.78770685,0.72819275,0.8320058,0.82574975,0.8309788,0.798895,0.7802929,0.8180929,0.81622726,0.81095403,0.7161017,0.78172714,0.83455384,1.0,
00000000000000000012_0,0.76635516,0.8412915,0.79831934,0.907397,0.78066915,0.7778759,0.85741156,0.85175824,0.89268094,0.8528661,0.86153495,0.8662143,0.8362862,0.83100027,0.8623595,0.83652616,0.7895428,0.8639623,0.8476554,0.83002424,0.83649874,0.8081316,0.85232174,0.8341517,0.8920135,0.8195178,0.8621208,0.80498993,0.86345756,0.803663,0.76545745,0.75088197,0.8012008,1.0,
00000000000000000013_0,0.66952175,0.75556296,0.7468146,0.7516918,0.8067366,0.7592166,0.79034156,0.7873042,0.7688998,0.78374386,0.79933846,0.8099707,0.8181818,0.762694,0.772633,0.8002706,0.82886034,0.8355868,0.8378091,0.8117647,0.8243394,0.8397018,0.85181373,0.8249871,0.86166006,0.8633987,0.8723157,0.825731,0.81035703,0.8337218,0.7394118,0.7800418,0.721519,1.0,
00000000000000000014_0,0.84457046,0.833926,0.77357644,0.76687956,0.7313901,0.68663126,0.75101745,0.7355566,0.778036,0.7780763,0.76492983,0.7947343,0.7262558,0.8100341,0.81063557,0.8048879,0.80199057,0.8388504,0.8213817,0.82297266,0.82247555,0.784522,0.8291511,0.55612636,0.8202368,0.82355595,0.8457179,0.5258879,0.6210343,0.6461344,0.5640816,0.6999238,0.7270715,1.0,
00000000000000000015_0,0.8577262,0.8612553,0.8418882,0.8146978,0.81656545,0.79784554,0.8241856,0.8640903,0.8480749,0.8567708,0.8650568,0.8424408,0.8739996,0.8724502,0.84881514,0.8581496,0.8493083,0.87826085,0.8739452,0.8575736,0.8332491,0.8738574,0.8800484,0.85578483,0.88470846,0.8881904,0.896793,0.8676599,0.8481514,0.8576181,0.6532887,0.7888465,0.8467543,1.0,
00000000000000000018_0,0.7815029,0.7851548,0.7496513,0.74367625,0.7075767,0.6588279,0.7434679,0.70980144,0.7387454,0.7565342,0.64751226,0.79073036,0.69842863,0.73467195,0.7103825,0.72072357,0.7131006,0.7663521,0.7824109,0.7419578,0.70020294,0.6861156,0.80232906,0.7183303,0.7321362,0.7748982,0.76789653,0.7593331,0.7625451,0.7009524,0.5559441,0.48332867,0.6887931,1.0,
00000000000000000019_0,0.8555601,0.8646132,0.9752066,0.8594642,0.86745024,0.8429431,0.87630826,0.9084022,0.8852459,0.90314597,0.910299,0.8766999,0.84589946,0.915333,0.88893867,0.90875643,0.85665816,0.9309133,0.8982284,0.88342756,0.90642,0.906576,0.91008645,0.85426354,0.9093016,0.91049385,0.9065474,0.88487667,0.8713879,0.86392725,0.68010634,0.6368564,0.8518968,1.0,
0000000000000000001a_0,0.77942485,0.78610665,0.7493842,0.7526917,0.76192355,0.70144755,0.75161564,0.798151,0.7705399,0.71737707,0.8421808,0.66193855,0.77570635,0.72192514,0.7097519,0.5841151,0.5296542,0.6101172,0.7343372,0.7468067,0.66695476,0.62380815,0.74555254,0.7640973,0.7756795,0.77365696,0.7640845,0.79601544,0.76019776,0.77275294,0.39639935,0.50345737,0.6919332,1.0,
0000000000000000001b_0,0.8304862,0.88006854,0.87082,0.90978724,0.90320385,0.8217544,0.9076155,0.90697676,0.87893176,0.91153705,0.91819054,0.91415155,0.88095236,0.90094924,0.9445585,0.90332973,1.031439,0.8888889,0.93054944,0.9035714,0.98888886,0.9040167,1.0181488,0.86990595,0.9073775,0.9177632,0.93581516,0.877292,0.8713355,0.8770686,0.8380744,0.83426297,0.8716799,1.0,
0000000000000000001c_0,0.80985737,0.8560538,0.7532702,0.77651274,0.7810254,0.76076555,0.76807374,0.78351724,0.7370044,0.78576565,0.7306065,0.7827815,0.86597717,0.7762205,0.80929565,0.7819413,0.71482176,0.71505374,0.78020906,0.73014903,0.7922488,0.8171213,0.8504302,0.85125756,0.81704575,0.9044798,0.8839428,0.8259757,0.8230991,0.74446017,0.6673606,0.6724106,0.7802243,1.0,
0000000000000000001d_0,0.8994845,0.9284361,0.8017661,0.819981,0.8147462,0.78101873,0.80657476,0.8067227,0.8060377,0.82881093,0.8067733,0.7132598,0.88450545,0.8498906,0.8462917,0.78147614,0.8454179,0.8254092,0.8018018,0.8057554,0.8152257,0.7738838,0.69804454,0.8859574,0.75232965,0.6938068,0.74331886,0.84543145,0.8514178,0.8490336,0.8117284,0.8222128,0.8088476,1.0,
0000000000000000001f_0,0.86807895,0.84615386,0.7313493,0.6566125,0.69172555,0.6891076,0.78112245,0.7366659,0.6955603,0.78136384,0.78596574,0.7699953,0.8010499,0.6855315,0.7620082,0.7268917,0.74185646,0.7668032,0.7988741,0.75833136,0.71060014,0.6913649,0.73140043,0.72760475,0.8099976,0.7866477,0.77089614,0.8175274,0.8581985,0.69189525,0.52644837,0.61894333,0.7211438,1.0,
00000000000000000020_0,0.80218446,0.73169506,0.7606878,0.7804452,0.7421875,0.7757491,0.75375223,0.8158299,0.81657314,0.32991454,0.55789477,0.66545045,0.67790776,0.7168755,0.6888596,0.6773975,0.70699805,0.6760512,0.7406534,0.7353333,0.75502545,0.28177705,0.74431574,0.72980374,0.7181868,0.7488699,0.7783325,0.7829493,0.7718303,0.72656924,0.65520805,0.70639706,0.7539035,1.0,
00000000000000000021_0,0.87785655,0.87030303,0.80174565,0.74729556,0.7252381,0.7801739,0.72829294,0.6931927,0.8030928,0.78503233,1.4702195,0.8338811,0.8601521,0.85364044,0.80808693,0.8252119,0.83391607,0.7966394,0.8351712,0.8487562,0.86482173,0.8649581,0.8961039,0.6904762,0.88153684,0.8739383,0.9331959,0.74778163,0.7904553,0.6868093,0.6715957,0.7004566,0.76637167,1.0,
00000000000000000022_0,0.77089614,0.7475876,0.76222724,0.7191235,0.7176975,0.7341957,0.78042084,0.7790901,0.7894219,0.82071716,0.76202977,0.7814992,0.7483821,0.8342246,0.79158646,0.7851317,0.7873143,0.8261314,0.8424269,0.82174027,0.85733694,0.7998749,0.8782254,0.7561503,0.82965684,0.8576746,0.85636115,0.7859798,0.7554859,0.7647059,0.6500252,0.5906244,0.7474792,1.0,
00000000000000000023_0,0.8622951,0.8778994,0.7947804,0.73665345,0.7506567,0.7893864,0.71803015,0.70119727,0.7144731,0.75222725,0.78651685,0.6890395,0.86171764,0.77121913,0.74961966,0.7248543,0.7117496,0.721265,0.7848338,0.7733883,0.6365639,0.64757913,0.7540107,0.863564,0.73764175,0.7234814,0.7644454,0.687746,0.7377902,0.7738212,0.5661218,0.6014548,0.6799832,1.0,
00000000000000000025_0,0.7813632,0.83818233,0.7634494,0.7411056,0.8043478,0.70454544,0.76871794,0.8310413,0.8504065,0.74915904,0.8415385,0.8181818,0.82452065,0.9042357,0.76775146,0.82934314,0.7640364,0.82174134,0.80368626,0.7784132,0.7198945,0.86543536,0.9204893,0.8044818,0.8321678,0.88367844,0.9243986,0.8443824,0.78928316,0.821718,0.507612,0.7467976,0.7881997,1.0,
00000000000000000027_0,0.8634752,0.87358683,0.79141104,0.8422222,0.85255855,0.78302854,0.8447085,0.86040986,0.8067843,0.789636,0.82836366,0.81094825,0.8808007,0.81105167,0.83972126,0.8430978,0.85895723,0.86066,0.85473967,0.83082616,0.9000892,0.7932573,0.8694737,0.87237316,0.8249795,0.8270694,0.8796058,0.79456353,0.83689564,0.7696307,0.6883442,0.7683602,0.82563245,1.0,
00000000000000000028_0,0.78769374,0.8471761,0.7660339,0.8103198,0.82988167,0.7228004,0.7679231,0.8192735,0.842801,0.8177134,0.8391837,0.8627451,0.8083361,0.84476674,0.8337701,0.8684855,0.8243941,0.8782355,0.86713046,0.8766234,0.87078875,0.8353041,0.8720379,0.8165815,0.88491136,0.8948276,0.87942475,0.8221303,0.8120987,0.7739663,0.7070298,0.7539103,0.8052917,1.0,
00000000000000000029_0,0.7422913,0.76936936,0.7716354,0.78773767,0.7327935,0.74376476,0.7846517,0.8210266,0.85010207,0.7916788,0.78772885,0.8779544,0.76760566,0.8707071,0.8405216,0.79844964,0.8219428,0.8010204,0.843318,0.8234399,0.7801219,0.7819789,0.84573746,0.7909836,0.8344371,0.8646588,0.8610337,0.79949296,0.778962,0.796875,0.68609077,0.68904346,0.7886978,1.0,
0000000000000000002a_0,0.7575095,0.7846513,0.74438304,0.7379509,0.7825147,0.7168743,0.7525834,0.7625571,0.76119405,0.772973,0.7487393,0.81005293,0.7749648,0.7829205,0.7751961,0.75117224,0.7640553,0.81341463,0.82659316,0.8188277,0.858678,0.8224088,0.8595642,0.7429603,0.8298516,0.8585051,0.858125,0.75525814,0.7420682,0.7702703,0.6513595,0.56876063,0.6678794,1.0,
0000000000000000002b_0,0.47028494,0.3684481,0.8138673,0.7755879,0.73002505,0.43760985,0.43858913,0.5480059,0.8442029,0.71415585,0.7047397,0.7130919,0.52780807,0.75805974,0.6956199,0.7860024,0.73806196,0.7933386,0.6814835,0.75436044,0.77644163,0.6814562,0.7255842,0.35936254,0.73417276,0.7710438,0.6607917,0.47540984,0.6031239,0.60047,0.42251113,0.5512376,0.7539991,1.0,
0000000000000000002c_0,0.9101325,0.87920874,0.9049394,0.92817014,0.88718176,0.9048407,0.87230253,0.91240877,0.9074686,0.90632546,0.90229625,0.81535226,0.8466936,0.8771387,0.82841223,0.89354473,0.8633745,0.8500852,0.8153906,0.7914217,0.82759213,0.7042089,0.83183986,0.8965631,0.8675335,0.82239866,0.81838316,0.8825336,0.8553068,0.8753663,0.84807026,0.8680203,0.881667,1.0,
0000000000000000002d_0,0.70242214,0.6888112,0.6033578,0.6706381,0.7576747,0.6083053,0.6766784,0.6901099,0.72508794,0.70244044,0.7741273,0.8115979,0.63797057,0.7934541,0.63849765,0.626996,0.64980745,0.6924779,0.6926356,0.82368016,0.7429907,0.60662526,0.7395065,0.71649045,0.74470425,0.80248797,0.7719198,0.7164605,0.62296987,0.69755334,0.53366446,0.5124029,0.6312944,1.0,
0000000000000000002e_0,0.7103253,0.6940845,0.72780204,0.6563218,0.7253778,0.6522229,0.6183805,0.74942845,0.7477182,0.7183099,0.687842,0.67128235,0.73773366,0.6712329,0.7555273,0.7714435,0.7224161,0.73980784,0.78064513,0.7684564,0.7530303,0.68159205,0.81916535,0.6504698,0.78316987,0.77367777,0.75055677,0.7059293,0.73204994,0.6669127,0.24178712,0.4667035,0.67476326,1.0,
0000000000000000002f_0,0.8645144,0.8694316,0.7322018,0.738741,0.7300926,0.7016575,0.7805907,0.7494167,0.81037414,0.7937692,0.7381134,0.7784679,0.8375262,0.76369864,0.81467754,0.75070673,0.72077113,0.7332667,0.7835027,0.7466042,0.83258474,0.7284992,0.8173949,0.8424437,0.82434785,0.8410758,0.82002485,0.71678406,0.79025424,0.71585745,0.6547669,0.64623797,0.75267315,1.0,
00000000000000000030_0,0.7687892,0.6788104,0.7612347,0.7743452,0.81424767,0.74960214,0.79574466,0.8125,0.82535887,0.83660716,0.8482676,0.8474295,0.6523569,0.845815,0.8380346,0.8597475,0.841083,0.84398276,0.86821234,0.8176638,0.8266043,0.8678679,0.91853935,0.75458306,0.8570699,0.8830769,0.88664544,0.7695122,0.69534737,0.77659196,0.54531646,0.58523345,0.77552354,1.0,
00000000000000000031_0,0.8607677,0.85087484,0.83553874,0.80042595,0.82154024,0.7414794,0.8091809,0.81767786,0.7944251,0.86508316,0.83462405,0.80632913,0.85463357,0.84395444,0.75312585,0.76937824,0.78558695,0.8140005,0.8052686,0.8308099,0.8046654,0.8416988,0.827622,0.8716303,0.8685541,0.8503856,0.8389418,0.85565627,0.84414816,0.8638268,0.7712895,0.8191458,0.7742032,1.0,
00000000000000000032_0,0.85785675,0.85564464,0.8708083,0.8299763,0.7964107,0.8075415,0.8424453,0.86536705,0.8610907,0.85395366,0.8020478,0.8433975,0.8643808,0.80206794,0.7886863,0.8471005,0.8494382,0.85121346,0.83886033,0.81847006,0.8399614,0.8286385,0.845804,0.8378661,0.89113724,0.9091888,0.89880633,0.85530984,0.8579041,0.8458011,0.7991156,0.82789505,0.8364948,1.0,
00000000000000000034_0,0.793943,0.8231504,0.69508904,0.77629936,0.78897375,0.69690067,0.8127046,0.8342023,0.7712766,0.77379787,0.8127199,0.78323,0.8055814,0.79628557,0.7505123,0.77605975,0.75864875,0.7740993,0.82335246,0.82930297,0.7830239,0.65648,0.8197905,0.79200846,0.8680822,0.7595499,0.8025701,0.7959675,0.8020478,0.8137675,0.7472316,0.7171572,0.68567026,1.0,
00000000000000000035_0,0.7676847,0.7791411,0.7343838,0.7308917,0.7776753,0.70379007,0.7434321,0.7618032,0.80946565,0.7787167,0.7433557,0.7958841,0.751693,0.76605743,0.74115515,0.7635009,0.75750834,0.7718327,0.8137002,0.7806713,0.7644046,0.82338756,0.8379558,0.74311924,0.8396927,0.8440761,0.8509804,0.7406103,0.7911772,0.73773724,0.66885155,0.6445396,0.727786,1.0,
00000000000000000036_0,0.8266733,0.769186,0.69630075,0.7617284,0.7918191,0.7824726,0.7407294,0.7855834,0.7518248,0.7556441,0.8148268,0.7730314,0.80457103,0.74983925,0.6819365,0.7429433,0.7332976,0.6293132,0.63684213,0.6883186,0.65377015,0.57060444,0.7168327,0.74026626,0.7219834,0.68108284,0.80752474,0.7883942,0.72072804,0.71989995,0.71419096,0.7622812,0.7739374,1.0,
00000000000000000037_0,0.35945484,0.407465,0.38566554,0.34264585,0.39829707,0.45232558,0.3939914,0.44669604,0.34303737,0.46393442,0.5229068,0.5046481,0.37748346,0.536643,0.4516129,0.51097804,0.42620403,0.48732394,0.4924012,0.5248227,0.5245335,0.47459087,3.3789473,0.28880867,0.38365898,0.65554357,0.7097592,0.22627737,0.22413793,0.16442451,0.17058824,0.3221011,0.26482812,1.0,
00000000000000000038_0,0.73002017,0.78626513,0.6613204,0.6656848,0.7587574,0.58738786,0.71492535,0.6773376,0.68183446,0.6417547,0.6570654,0.56199306,0.78229755,0.6443031,0.6369697,0.6627289,0.60688955,0.7085869,0.72153544,0.7415695,0.6880734,0.5905395,0.7194305,0.7728837,0.75490963,0.8049096,0.7787295,0.7458478,0.7424183,0.6637931,0.55736434,0.5535714,0.5511811,1.0,
00000000000000000039_0,0.7055621,0.75764877,0.77748483,0.79503256,0.79145664,0.7846154,0.77397263,0.80139935,0.82268906,0.8417956,0.7489605,0.7556646,0.7676694,0.76912314,0.751434,0.7765363,0.7769732,0.82541174,0.79485065,0.85310733,0.6884328,0.6524741,0.82679206,0.77322286,0.8051382,0.79938924,0.80061275,0.7875911,0.72477067,0.66368604,0.5380385,0.5496368,0.72668463,1.0,
0000000000000000003a_0,0.86417145,0.86495864,0.7765293,0.7884078,0.8557377,0.8011019,0.8278995,0.87230045,0.8776394,0.8520626,0.8472182,0.83040273,0.8539611,0.81672776,0.82709324,0.8114959,0.858296,0.8202689,0.8312611,0.8556758,0.84878653,0.83512545,0.8559588,0.85529095,0.8234631,0.88049304,0.86854726,0.8551454,0.79876924,0.7812037,0.7356882,0.765301,0.8299165,1.0,
0000000000000000003b_0,0.8649817,0.8626717,0.68812394,0.7180851,0.74136007,0.6402925,0.75493485,0.6973637,0.659601,0.6841079,0.80587393,0.7911919,0.8408051,0.75192606,0.7894737,0.65152544,0.72493404,0.67167103,0.76046515,0.8088695,0.7240238,0.58810216,0.7741935,0.59286624,0.7632736,0.770705,0.78195935,0.6960154,0.7431931,0.7107031,0.5626987,0.69942194,0.64040405,1.0,
0000000000000000003c_0,0.8669686,0.84533095,0.7725786,0.8204678,0.7319525,0.7678695,0.8019684,0.8,0.79034156,0.77492094,0.8555113,0.7659575,0.82502186,0.7915058,0.7766103,0.74431974,0.7703096,0.79642296,0.8144483,0.77540106,0.80779886,0.81884724,0.8746952,0.8268338,0.8852799,0.8674056,0.8683567,0.82393086,0.8151942,0.77597326,0.71452373,0.7330238,0.73576075,1.0,
0000000000000000003d_0,0.64433247,0.7932432,0.9099915,0.8547159,0.8171711,0.8178462,0.8747806,0.7445517,0.77132374,0.7405603,0.68992877,0.78261924,0.7433884,0.7944684,0.76447576,0.723423,0.7683763,0.7320428,0.7754883,0.76093864,0.7058257,0.80718565,0.7460625,0.66885024,0.7609834,0.7885784,0.8628673,0.72333336,0.736792,0.75648147,0.75592536,0.77799106,0.8155727,1.0,
0000000000000000003e_0,0.841496,0.84011525,0.7866863,0.8392658,0.8820513,0.8573174,0.8607595,0.9039645,0.82229006,0.8486012,0.8742079,0.87106645,0.84024346,0.8616748,0.89863634,0.67579764,0.65656567,0.7331033,0.79945,0.7349823,0.7751405,0.69116133,0.8189964,0.84177905,0.81667393,0.7699317,0.75774795,0.8492967,0.8378906,0.8289803,0.7315189,0.7316937,0.8054997,1.0,
0000000000000000003f_0,0.86155915,0.85054946,0.82738626,0.83433324,0.8198866,0.7978339,0.8125373,0.79479325,0.8326586,0.8423103,0.8599452,0.8246683,0.8610854,0.8007968,0.8103617,0.8208105,0.8296466,0.84144145,0.82389134,0.79430133,0.8077691,0.8457207,0.86499214,0.76628834,0.8507078,0.8666391,0.8578443,0.7927138,0.8286129,0.7955854,0.80586666,0.767313,0.7832892,1.0,
00000000000000000040_0,0.8214748,0.7994805,0.7382199,0.72180116,0.74276525,0.7429194,0.7641075,0.78914106,0.7648013,0.74517375,0.791197,0.78416884,0.81391037,0.79418343,0.6944224,0.74094987,0.74302727,0.75861174,0.75807786,0.75689006,0.8091966,0.77472526,0.83186054,0.8034759,0.83405006,0.8116358,0.82293177,0.82723576,0.814157,0.8247251,0.71127564,0.73930484,0.81823707,1.0,
00000000000000000041_0,0.72672117,0.7636661,0.6820027,0.72694856,0.6817319,0.66989505,0.6937157,0.76094407,0.8242531,0.8043531,0.7824654,0.77490896,0.6980781,0.7805755,0.7324002,0.86648864,0.785757,0.78610355,0.7335689,0.799928,0.7946149,0.7905983,0.80585515,0.7072231,0.83261186,0.85080785,0.8382197,0.7782139,0.6823182,0.8212974,0.7324176,0.6608495,0.67160684,1.0,
00000000000000000042_0,0.8128681,0.83353883,0.8700319,0.94664216,0.8871795,0.8056235,0.85050184,0.8714394,0.8642411,0.8811881,0.8084454,0.8129206,0.8183054,0.8030424,0.79259956,0.8448439,0.79848665,0.80554926,0.75814706,0.8513362,0.89235127,0.76855785,0.8242368,0.86494064,0.8532832,0.9057288,0.90245664,0.8204217,0.84180534,0.8463158,0.8273841,0.8216013,0.851271,1.0,
00000000000000000043_0,0.777065,0.76717556,0.7695167,0.7219731,0.7593085,0.6778404,0.72884613,0.7576408,0.6923973,0.6604036,0.7872214,0.7531442,0.79766536,0.73377925,0.7109375,0.6773994,0.5037594,0.5940325,0.705943,0.7843964,0.7890173,0.8730092,0.86691225,0.730068,0.86652124,0.88263214,0.71243167,0.7563249,0.77660906,0.7815224,0.7074497,0.751189,0.7977645,1.0,
00000000000000000044_0,0.8126509,0.7932667,0.84188914,0.88323635,0.8548608,0.82069355,0.87990665,0.8848334,0.8701192,0.8333698,0.80140036,0.7474382,0.81368077,0.8623595,0.8141643,0.80496365,0.803799,0.8880407,0.88288975,0.8705824,0.8957883,0.9070568,0.86436445,0.77945536,0.91948766,0.8592885,0.92641306,0.7974315,0.84158415,0.82327586,0.8094508,0.81981003,0.8575166,1.0,
