system:index,NDMI,NDMI_1,NDMI_10,NDMI_11,NDMI_12,NDMI_13,NDMI_14,NDMI_15,NDMI_16,NDMI_17,NDMI_18,NDMI_19,NDMI_2,NDMI_20,NDMI_21,NDMI_22,NDMI_23,NDMI_24,NDMI_25,NDMI_26,NDMI_27,NDMI_28,NDMI_29,NDMI_3,NDMI_30,NDMI_31,NDMI_32,NDMI_4,NDMI_5,NDMI_6,NDMI_7,NDMI_8,NDMI_9,VALUE,.geo
000000000000000000c0_0,0.20049658,-0.008805032,0.2858189,0.35947174,0.26918292,0.1818773,0.23408112,0.17521739,0.26700252,0.20704679,0.338546,0.20085016,0.2618868,0.279953,0.31231117,0.25695932,0.22997193,0.22354074,0.32894474,0.26743752,0.19811136,0.28616306,0.32839963,0.25457942,0.33496183,0.34357005,0.35387176,0.2930922,0.18917625,0.23456311,0.23779604,0.24822044,0.24324325,1.0,
000000000000000000c1_0,0.38030514,0.4036954,0.36869174,0.42392424,0.33565736,0.22209822,0.3121998,1.2432432,0.3433692,0.33108678,0.29618254,0.2995036,0.40418848,0.31456548,0.23681125,0.26426724,0.2465374,0.37043795,0.28438634,0.29943344,0.28638288,0.32140368,0.32525024,0.32699385,0.32829374,0.309688,0.2688728,0.4168013,0.408,0.40391982,0.3222284,0.33235207,0.3998856,1.0,
000000000000000000c2_0,0.40617502,0.172604,0.23407407,0.30856976,0.29666236,0.25740147,0.25154835,0.30572715,0.27315673,0.40793243,0.46017832,0.16214721,0.22120658,0.2548445,0.18599562,0.36895943,0.4878049,0.6267943,0.36001584,0.36350313,0.48297873,0.40754658,0.36756238,0.43589744,0.3588942,0.37190711,0.38263994,0.2795248,0.33567664,0.38686132,0.38944724,0.1665936,0.31897107,1.0,
000000000000000000c3_0,0.21443515,0.14162028,0.2593772,0.38191724,0.47955835,0.26927894,0.42317778,0.32244638,0.066378064,0.42533726,0.1869748,0.40375048,-0.024715574,0.42604387,0.17709118,0.2581522,0.24216093,0.37131262,0.44039735,0.31061003,0.40521547,0.42121524,0.525,0.20986567,0.32313967,0.4496355,0.4328077,0.125,0.14755309,0.38173747,0.32106522,0.30935496,0.22810973,1.0,
000000000000000000c4_0,0.26597708,0.27440044,0.38443056,0.44153488,0.38355112,0.36842105,0.45938748,0.38104838,0.13734777,0.37487233,0.34069243,0.44201183,0.34200636,0.40622506,0.3008596,0.36415854,0.4206278,0.28603435,0.31790268,0.27731094,0.28780028,0.31480286,0.2534829,0.25914788,0.2400266,0.37532133,0.28687823,0.36602452,0.34406525,0.39375404,0.40512508,0.30211422,0.33492616,1.0,
000000000000000000c5_0,0.27265406,0.396911,0.34750265,0.44444445,0.29569152,0.32140574,0.40365922,0.3664465,0.17513369,0.39606503,0.42454728,0.48989898,0.31681415,0.40275863,0.2169203,0.3317258,0.3221625,0.15647785,0.3394143,0.17915949,0.22669436,0.30564603,0.30413255,0.31488052,0.21860096,0.3113102,0.2931411,0.39576882,0.33871603,0.3989807,0.43512544,0.22876151,0.26947987,1.0,
000000000000000000c6_0,0.30580798,0.39238754,0.38437742,0.43374273,0.27148655,0.32947975,0.45464054,0.41758242,0.17828685,0.3719926,0.44262296,0.5223061,0.34274316,0.44088176,0.25258493,0.31181523,0.36707565,0.15871935,0.31070495,0.254537,0.247888,0.26586795,0.26605505,0.28283846,0.24182749,0.3412399,0.3207547,0.38423645,0.38823986,0.44228533,0.34264338,0.27913278,0.29024985,1.0,
000000000000000000c7_0,0.39147803,0.36358243,0.2595515,0.602459,0.513571,0.5168539,0.5739837,0.63033175,0.76,0.8326586,0.6875,0.84782606,0.42947274,0.89542484,0.6535433,0.8006166,0.91091317,0.907357,0.7413793,0.6619718,0.80546075,0.3409091,0.47826087,0.4274721,0.6898734,0.8170974,0.7783019,0.41937983,0.3482703,0.32251197,0.314063,0.41672125,0.2880724,1.0,
000000000000000000c8_0,0.3483927,0.42657343,0.31009772,0.42727274,0.3267646,0.47155324,0.4239177,0.5466667,0.32695276,0.37003404,0.36949414,0.32919583,0.29036182,0.41475382,0.32616872,0.4144882,0.44054633,0.4280534,0.36941606,0.41780916,0.34314176,0.29457363,0.46268657,0.3400251,0.39403212,0.34877127,0.30797547,0.3641115,0.24948736,0.2861621,0.27943167,0.29704878,0.3001988,1.0,
000000000000000000c9_0,0.42282134,0.4284108,0.42912707,0.38773802,0.30645725,0.43581304,0.3725,0.28785965,0.26984128,0.3944186,0.3066512,0.40855664,0.4274524,0.35342187,0.27457795,0.33862016,0.3481153,0.33579212,0.29626334,0.3374091,0.33145988,0.2580757,0.34927818,0.41920376,0.33730507,0.43115044,0.4888345,0.42223966,0.365403,0.37181553,0.30539125,0.34414268,0.39135802,1.0,
000000000000000000ca_0,0.4061718,0.39722165,0.31247815,0.2850163,0.20718026,-0.08527772,0.28721267,0.22837992,0.16381156,0.3428058,0.27345562,0.16434176,0.3745597,0.27211496,0.29784426,0.19836037,0.20592193,0.38867053,0.3491178,0.27326733,0.3497076,0.22535211,0.36608323,0.13652338,0.27911332,0.3500454,0.0892989,0.22427441,0.24384236,0.3779807,0.1714619,0.21895552,0.25562868,1.0,
000000000000000000cb_0,0.313317,0.31302765,0.32983312,0.32744145,0.3292863,0.36219385,0.286937,0.80451125,0.28760928,0.24891949,0.31300268,0.31518623,0.24791303,0.3270822,0.20890938,0.14066103,0.23552956,0.33048737,0.340625,0.19284116,0.33931306,0.3109111,0.24324325,0.30208743,0.22026888,0.22041014,0.26374978,0.29986477,0.33134434,0.37590188,0.42365944,0.31675676,0.37656125,1.0,
000000000000000000cc_0,0.27258152,0.24896398,0.2612198,0.21530585,0.2321079,0.20239024,0.23392071,0.20358834,0.26154593,0.24043716,0.25240937,0.2998726,0.19481015,0.3008658,0.30760986,0.31946087,0.30901098,0.32028946,0.3809001,0.4615801,0.50661856,0.5097978,0.5389649,0.15322581,0.4751977,0.49440372,0.27093083,0.24541667,0.25187033,0.24506019,0.15633489,0.2985146,0.19887955,1.0,
000000000000000000cd_0,0.40133697,0.38805673,0.38019168,0.39427313,0.3528755,0.2823375,0.3892304,0.31171674,0.2992641,0.32660446,0.33986673,0.38065484,0.3285968,0.33725375,0.41595364,0.3621868,0.43584907,0.3566779,0.5226415,0.33620423,0.4819176,0.35383204,0.4643502,0.3096591,0.42930833,0.4984227,0.4476778,0.39821252,0.448,0.28081992,0.19728535,0.38152048,0.3776091,1.0,
000000000000000000ce_0,0.15626726,0.4766067,0.42941284,0.4427063,0.43537152,0.3490284,0.4068483,0.2770914,0.33392635,0.2763181,0.26054505,0.30673316,0.24995935,0.35127342,0.32713693,0.36176935,0.35892692,0.30186707,0.40560874,0.37621173,0.4139464,0.23966026,0.4702381,0.26379728,0.43457142,0.44780928,0.49724433,0.28444445,0.105079606,0.4268389,0.36074227,0.28035405,0.46291208,1.0,
000000000000000000cf_0,0.32072753,0.3324138,0.33390442,0.4390863,0.28002018,0.1779797,0.22976965,0.22298986,0.1663837,0.30890322,0.17525226,0.26180515,0.3768116,0.65409625,0.15009208,0.26830974,0.49075392,0.28579512,0.2820946,0.16656052,0.28695437,0.09738799,0.23970038,0.2949048,0.34026045,0.40521023,0.3359364,0.25399202,0.37114713,0.2582958,0.34491238,-0.15126626,0.30406386,1.0,
000000000000000000d0_0,0.15528782,0.35195822,0.1941165,0.3618507,0.17723052,0.14152327,0.2347826,0.19441825,0.30819982,0.16840786,0.24976076,0.31364277,0.07640935,0.20891766,0.29256594,0.25073832,0.37794912,0.31491357,0.19310793,0.22060016,0.18571685,0.27604938,0.20174849,0.37054148,0.35886168,0.4146661,0.41753384,0.29555997,0.009979407,0.18791541,0.04718917,0.17016406,0.30120483,1.0,
000000000000000000d1_0,0.43604466,0.45287243,0.4357812,0.28426552,0.17623319,0.3129028,0.37021524,0.30428925,0.29666665,0.23833333,0.21858786,0.2752555,0.45686162,0.34241244,0.24408284,0.15265684,0.36536312,0.25714287,0.39401394,0.3469931,0.24604316,0.17751808,0.22291994,0.3465182,0.33987916,0.29111075,0.3919414,0.48230752,0.25390625,0.26052248,0.19927372,0.20995533,0.17680074,1.0,
000000000000000000d2_0,0.4371283,0.4019231,0.41520467,0.4816493,0.4154308,0.3216679,0.32751438,0.30342618,0.33190578,0.61290324,0.6342857,0.6759443,0.47396725,0.9529781,0.9482072,0.7826087,0.83707863,1.0348837,1.0476191,0.7530266,0.6040172,0.37593985,0.5693904,0.42517006,0.36621195,0.6698413,0.4056604,0.31812724,0.40685543,0.54285717,0.45100355,0.3722488,0.3981023,1.0,
000000000000000000d3_0,0.53488374,0.38678712,0.5314286,0.5418502,0.522686,0.45275036,0.59011626,0.82597053,0.46865037,0.5125285,0.37338573,0.42699724,0.5166735,0.5471289,0.49347976,0.38748834,0.38771594,0.41214058,0.36121672,0.38797814,0.37936267,0.34291312,0.4206092,0.6034188,0.36708862,0.40222898,0.40775195,0.4608076,0.3724884,0.4429066,0.31452027,0.63802975,0.50075644,1.0,
000000000000000000d4_0,0.3699003,0.4024948,0.47769597,0.46237156,0.42679405,0.3873962,0.42335606,0.4311862,0.33244893,0.37036225,0.41950697,0.528608,0.40300402,0.43875185,0.43124336,0.42277247,0.26826748,0.35737976,0.3464674,0.39454758,0.34996104,0.30048123,0.42863378,0.4011544,0.4372869,0.39966998,0.45451534,0.43024832,0.37716115,0.43449333,0.3593348,0.39485547,0.4455067,1.0,
000000000000000000d5_0,0.5472637,0.44943148,0.7536232,0.8694943,0.6487252,0.6685083,0.9504505,1.0592593,1.1004184,1.0495868,0.6897959,0.9011407,0.6355748,1.0728745,1.0855615,1.076087,0.8504155,1.03861,0.9127517,1.0595745,1.0652174,0.24719101,0.4463277,1.5917159,0.50617284,0.88819873,0.50476193,0.88148147,0.7122807,1.0833334,0.6022567,0.49935815,0.8325123,1.0,
000000000000000000d6_0,0.5026087,0.46270213,-0.034907598,0.28510028,0.21189025,0.2970501,0.32980457,0.3668109,0.335744,0.46576187,0.22771873,0.24249342,0.45728186,0.2691751,0.33345374,0.46704668,0.31986848,0.27951428,0.3842482,0.32758316,0.3373541,0.37594935,0.37578502,0.45454547,0.48249763,0.45935035,0.4310813,0.4437426,0.28853756,0.30670357,0.26485863,0.3442492,0.30905586,1.0,
000000000000000000d7_0,0.44736198,0.5321375,0.33822182,0.37732658,0.32953852,0.18569364,0.3904657,0.33981094,0.24714829,0.29526076,0.3280176,0.39555824,0.40450644,0.34931058,0.4067684,0.3479773,0.34960985,0.25278163,0.46853146,0.34315926,0.30109805,0.21216,0.36359796,0.39573544,0.3968637,0.32848153,0.33148405,0.48317632,0.30532524,0.38650793,0.32105684,0.2393389,0.31801692,1.0,
000000000000000000d8_0,0.4747727,0.4638097,0.4457786,0.33970654,0.38975695,0.39832124,0.3839733,0.27604452,0.26273566,0.33940774,0.2752482,0.441131,0.49558267,0.2104029,0.258405,0.50907624,0.23966558,0.3476843,0.42055026,0.35061345,0.31466416,0.33627164,0.37335655,0.45468163,0.4050655,0.44386467,0.34971046,0.46455446,0.44578734,0.4994637,0.29252994,0.43192813,0.4295913,1.0,
000000000000000000d9_0,1.5,0.62566847,1.1528662,1.3195876,1.0491803,0.8512397,1.0522566,1.0820895,0.80714285,0.84732825,0.6793893,1.0658436,0.6863905,0.9558824,1.045977,1.1085272,0.8465753,1.0295566,0.89966553,1.0390625,1.0652174,0.21888413,0.35465115,0.8185567,0.4512195,0.8696884,0.46086955,0.7627119,0.83146065,0.67164177,0.67346936,0.5782946,1.0877193,1.0,
000000000000000000da_0,0.49727926,0.45661858,0.5045722,0.31674027,0.34741592,0.36995605,0.4273559,0.39219332,0.4517034,0.41190913,0.4950495,0.3802627,0.48681056,0.32785794,0.23027928,0.2747103,0.2322807,0.27456188,0.27609277,0.38307086,0.3637397,0.28456318,0.24312147,0.4897436,0.2074074,0.3227826,0.4145891,0.47229218,0.39725086,0.4156054,-0.033994336,0.10278446,0.17424583,1.0,
000000000000000000db_0,0.25425225,0.32157227,0.3888112,0.41688755,0.22131148,0.282902,0.28984532,0.18756936,0.26204887,0.24897376,0.28655717,0.3092848,0.3164599,0.29114452,0.2552867,0.22222222,0.2748471,0.2925801,0.29956198,0.30996397,0.31663686,0.2045297,0.2600747,0.28301194,0.22540927,0.29631418,0.29251432,0.23886296,0.17263088,0.32223028,0.14758419,0.2287328,0.21262683,1.0,
000000000000000000dc_0,0.40230426,0.37704247,0.2580645,0.23401561,0.2911074,0.103714086,0.25711036,0.23667377,0.20228216,0.36630288,0.29463956,0.35277563,0.40429214,0.32141155,0.1346252,0.20604324,0.21349375,0.34511244,0.3741785,0.3199747,0.42885894,0.0933126,0.40029928,0.39834544,0.24592522,0.21544644,0.39300698,0.27601573,0.17846633,0.32049713,0.1621681,0.1555948,0.25045046,1.0,
000000000000000000dd_0,0.13976724,0.30942276,0.31148013,0.29103944,0.41655996,0.32464358,0.34772182,0.123154424,0.38455185,0.31961164,0.3519534,0.39143577,0.49103943,0.3275463,0.355432,0.2989912,0.14539796,0.17878427,0.32060438,0.33837113,0.35040954,0.38787523,0.3261038,0.48862937,0.19071816,0.35660294,0.29242423,0.43163422,0.3704554,0.47660887,0.2918405,0.38000748,0.23372173,1.0,
000000000000000000de_0,0.73733586,0.42427617,0.8427673,0.94871795,0.84569734,1.0886699,0.9176201,1.4831461,1.1333333,0.8954704,0.91362125,0.90849674,0.8757062,0.90340906,1.0357143,0.8105263,1.0425532,1.0284361,1.015464,0.9518072,1.1954887,0.31707317,0.42857143,0.9517103,0.5041322,0.85333335,0.56363636,0.8101695,0.70934254,1.6011561,0.65988374,0.4317269,0.76608187,1.0,
000000000000000000df_0,0.44099003,0.16599953,0.4296701,0.5083937,0.3978187,0.25075302,0.345096,0.83739835,0.26716107,0.39180887,0.3422724,0.39536554,0.39010507,0.39217505,0.3514118,0.43403992,0.37660772,0.43927357,0.3932623,0.39205465,0.37101394,0.25948998,0.4126876,0.373376,0.4096036,0.44235295,0.47962257,0.28355092,0.13716814,0.36650574,0.33380258,0.26689294,0.38904718,1.0,
000000000000000000e0_0,0.3463352,0.4831746,0.504644,0.90658176,1.0670391,0.8736842,1.0790274,0.8565401,1.0744681,0.7719298,0.91362125,0.8376384,0.4059314,1.0603774,0.8113208,1.0958084,0.78333336,0.9708029,0.90156597,0.90588236,0.9138756,0.30952382,0.46666667,0.38074398,0.51079136,0.88957053,0.5412844,0.5179801,0.521645,0.6769852,0.6647059,0.45517242,0.9419087,1.0,
000000000000000000e1_0,0.54073036,0.57743233,0.81762916,0.79591835,0.70046085,1.0886699,0.8799172,0.8584071,0.7424893,0.7023256,0.69285715,0.73134327,0.5329341,1.0594059,0.74647886,1.1045752,0.6414687,0.810219,0.802521,0.89528793,1.1094527,0.25233644,0.39209726,0.66433567,0.3939394,0.7891566,0.42635658,0.6407767,0.5984849,0.6321839,0.57180154,0.42768273,0.8053097,1.0,
000000000000000000e2_0,1.0947368,0.571205,0.69756097,1.0689656,0.7791411,0.58762884,0.8704663,1.4712042,1.125,0.91358024,0.8666667,0.863354,0.46456692,1.0728745,1.1218274,0.848,1.0478469,0.90830946,1.0543479,1.0635839,1.3116883,0.31707317,0.4651163,0.8371212,0.4893617,0.89349115,0.5462185,0.8470255,0.6097561,1.0803572,0.72824425,0.45517242,1.1234568,1.0,
000000000000000000e3_0,0.45446736,0.42994764,0.46883947,0.38868976,0.32136783,0.2205418,0.25523466,0.23451008,0.10114899,0.3107588,0.28530872,0.23239066,0.43214557,0.29811734,0.3,0.27508092,0.33720145,0.27330062,0.30210772,0.35854384,0.33907524,0.23897497,0.32790777,0.40301317,0.32910833,0.38152492,0.37541217,0.39874887,0.3955486,0.39402282,0.36730665,0.3641502,0.4288425,1.0,
000000000000000000e4_0,0.23445569,0.25146198,0.28392193,0.2933537,0.12089929,0.29616562,0.33970997,0.3278557,0.34242958,0.3965607,0.38179094,0.36144856,0.2739761,0.3934733,0.3309828,0.34967527,0.3931127,0.31979695,0.34636265,0.09350238,0.30888575,0.23280862,0.2546369,0.33455658,0.42352065,0.39962405,0.34228188,0.35188788,0.18648112,0.04793845,0.14848426,0.1833715,0.23199023,1.0,
000000000000000000e5_0,0.33954093,0.38815668,0.40430415,0.42334095,0.4587996,0.47231716,0.4825903,0.63616794,0.53103447,0.53298837,0.45106384,0.94255877,0.326257,0.7947598,0.67045456,0.74429226,0.7627907,0.92168677,0.81884056,0.78341794,0.5368421,0.2924791,0.37755102,0.37829247,0.38947368,0.7029703,0.39344263,0.3617021,0.3534855,0.42677447,0.36419183,0.41838133,0.44570136,1.0,
000000000000000000e6_0,0.24783862,0.22185495,0.14299755,0.26027396,0.27787548,0.26177642,0.19896641,0.25163776,0.24574025,0.28412616,0.27755794,0.25369415,0.20868713,0.21609114,0.12237012,0.19746377,0.18464467,0.270902,0.30159822,0.35205036,0.39557195,0.4520593,0.5032372,0.08713693,0.5126248,0.42651686,0.47423843,0.19282195,0.24013619,0.25532922,0.13943131,0.18067306,0.13345706,1.0,
000000000000000000e7_0,0.42975205,0.41538975,0.2252381,0.21082343,0.20780288,0.11038507,0.30325922,0.22341302,0.12431057,0.27143455,0.28357628,0.2709586,0.4564668,0.26124325,0.25475708,0.24301006,0.22468847,0.262235,0.3193138,0.30409357,0.3163468,0.24232383,0.29686847,0.4402985,0.24570867,0.34453076,0.30353817,0.37931034,0.3524446,0.18746682,0.14241305,0.23146068,0.21272697,1.0,
000000000000000000ea_0,0.4571671,0.40132147,0.45298094,0.3773585,0.35248354,0.33181474,0.36002836,0.35357916,0.3117284,0.47066015,0.35380834,0.40149894,0.49405134,0.37132353,0.45908183,0.34871647,0.4076923,0.5080645,0.34972245,0.37229288,0.4468848,0.43966714,0.41742522,0.44551846,0.3908382,0.369071,0.41537267,0.41286862,0.29963174,0.3756806,0.31916264,0.4275766,0.49804688,1.0,
000000000000000000eb_0,0.45963347,0.62891567,1.066482,0.8640777,0.6712871,0.75206614,0.89318603,0.87456447,0.6416465,0.76642334,0.7325228,1.1666666,0.64942527,1.0508474,0.8147268,0.6467662,0.79347825,0.80191696,0.81621623,0.8056426,0.6878049,0.20183486,0.30245233,0.85829306,0.31937173,0.7173333,0.36645964,0.7589744,0.44444445,0.83797467,0.54385966,0.4028777,0.80473375,1.0,
000000000000000000ec_0,0.4405159,0.43191117,0.4926959,0.465121,0.38194305,0.37397635,0.480322,0.43424898,0.43396226,0.3575817,0.4291498,0.5186104,0.4634028,0.61271673,0.6185567,0.5930972,0.6284153,0.77868855,0.8053435,0.77382874,0.581864,0.47848102,0.48454258,0.41413125,0.41040462,0.5400254,0.58371043,0.40298507,0.43694267,0.48169336,0.4408194,0.47950235,0.4141752,1.0,
000000000000000000ed_0,0.44985673,0.408057,0.5111453,0.5527344,0.49215984,0.43612334,0.44773176,0.9917355,0.4573894,0.42171067,0.48100707,0.37788644,0.39916745,0.41103572,0.36718267,0.34709194,0.4158258,0.3739968,0.42321283,0.4324214,0.36658478,0.37900397,0.3719253,0.38609883,0.42889237,0.4667023,0.36964244,0.41379312,0.4432,0.4199134,0.38602594,0.44575164,0.44343302,1.0,
000000000000000000ee_0,0.25313038,0.32549188,0.3368274,0.36450478,0.37082818,0.22256202,0.32556054,0.3334529,0.26084992,0.31462175,0.27221254,0.3121917,0.39009556,0.23229614,0.39813858,0.38935107,0.2065332,0.34949496,0.30194727,0.36734322,0.4902124,0.17298262,0.36551723,0.30581242,0.33095098,0.2194378,0.32434943,0.3108065,0.34893537,0.29040956,0.29534027,0.051067073,0.1332043,1.0,
000000000000000000ef_0,0.49096623,0.6849315,0.6336207,0.8640777,0.86754966,0.75206614,0.9587156,0.75630254,1.0546448,0.81900454,0.7263158,1.0,0.8803419,1.0730897,1.064257,1.1076924,0.7047354,1.0965909,0.9485628,0.8663239,0.73714286,0.3469388,0.44554454,1.0857143,0.47435898,0.8208955,0.5135135,1.0766773,0.7016129,1.0896862,0.54706687,0.39144737,0.7582418,1.0,
000000000000000000f0_0,0.34407815,0.34126747,0.3194475,0.4630946,0.38043764,0.33819118,0.40228945,0.9917355,0.45142102,0.39318025,0.4565302,0.338843,0.35263515,0.32605,0.25559604,0.3345699,0.3866849,0.31059507,0.3712893,0.39726028,0.32803392,0.37154877,0.34896085,0.3169182,0.43694615,0.46027133,0.4330028,0.31548628,0.28829536,0.39209485,0.3091594,0.3580638,0.368028,1.0,
000000000000000000f1_0,0.54777247,0.45798603,0.5897436,0.66760564,0.7529412,0.60687023,1.0472103,1.9351852,1.0238096,0.6633663,0.7154362,0.82550335,0.56843644,0.8312388,1.0862069,0.8018349,0.9296296,0.89250815,0.93333334,0.8871332,0.69721115,0.44522968,0.46642467,0.6,0.38643068,0.63950616,0.43098593,0.60971785,0.47713414,0.5609756,0.52969503,0.54521966,0.49777117,1.0,
000000000000000000f2_0,0.40625,0.47874308,0.5576159,0.5003441,0.44073647,0.4,0.462486,0.44970414,0.43125904,0.34398296,0.4660804,0.37905237,0.42386422,0.37726524,0.43768117,0.3705954,0.50285715,0.44834214,0.45411393,0.4880763,0.41196012,0.31568998,0.34767577,0.4435294,0.44697988,0.49162635,0.41653952,0.45917284,0.40268713,0.37343028,0.5419402,0.40552485,0.4935065,1.0,
000000000000000000f3_0,0.54127026,0.44241574,1.2894057,1.063745,0.8847262,0.65667576,0.88357586,1.0687023,1.060606,0.7751479,0.7994429,1.0530974,0.56,0.98206276,1.0735294,1.1076924,1.0597826,1.034682,1.0545454,0.8364312,1.7835052,1.081081,1.5714285,0.75342464,0.45833334,0.7918552,0.5337423,0.8062954,0.73202616,0.7105263,0.6022567,0.49114332,0.94541913,1.0,
000000000000000000f4_0,0.46353838,0.4636265,1.0598006,0.8518519,0.6207675,0.8013245,0.8510158,0.852349,1.0447761,0.91925466,0.8604651,1.0529412,0.80456024,1.0728745,0.8575342,1.1941748,0.82867783,0.86153847,1.0348102,1.048443,0.61676645,0.3026316,0.4437086,1.3679246,0.4814815,0.8168498,0.5092025,0.8924051,0.95,1.5977012,0.69736844,0.4903846,1.1066667,1.0,
000000000000000000f5_0,0.6374502,0.48067632,1.0598006,0.6862004,0.38680062,0.28421786,0.9001996,1.0669144,0.80981594,0.72778827,0.7791798,0.7723077,0.47039777,0.8978979,1.4415585,1.6122448,0.8807947,1.0447761,0.7989418,0.641196,1.0763359,0.24509804,0.45363408,0.5887324,0.43030304,0.7095436,0.48466256,0.675,0.5589124,0.751938,0.7374429,0.5609349,0.44353282,1.0,
000000000000000000f6_0,0.42747113,0.4398093,0.3454039,0.5731874,0.88850176,0.49381018,0.6979592,0.5182073,0.83231086,0.6778761,0.64761907,0.80707395,0.48247978,1.0185186,1.352381,0.88439304,0.6499283,0.8969555,0.80904526,0.83384615,0.7979798,0.6082474,0.35227272,0.5051546,0.33079848,0.6512,0.30656934,0.33188406,0.42301458,0.598916,0.474704,0.56487024,0.9410526,1.0,
000000000000000000f7_0,0.24407783,0.20875274,0.22388585,0.27169648,0.24275476,0.26814294,0.31322095,0.3508128,0.19775334,0.2421875,0.1846333,0.21072797,0.28135717,0.221332,0.2025694,0.3505535,0.28881374,0.33266833,0.3939914,0.3034311,0.36505485,0.18354775,0.243994,0.29496643,0.1637437,0.2696543,0.25275695,0.3365561,0.35673797,0.3276802,0.042056076,0.05397867,0.25020114,1.0,
000000000000000000f8_0,0.51986754,0.4609582,1.0598006,0.92120075,0.88505745,0.8484849,1.119403,1.031746,0.7446808,0.84732825,0.9,1.029703,0.78328174,1.060606,1.3906977,1.9782609,1.0596206,1.0809717,1.0625,0.8330309,0.7604167,0.30136988,0.44295302,1.5917159,0.48,0.80451125,0.5555556,0.8924051,0.76666665,0.751938,0.59062886,0.5232975,0.8660287,1.0,
000000000000000000f9_0,0.5749441,0.52557784,0.68790394,0.81875,0.4028436,0.4978602,0.930131,1.069264,0.8076923,0.76755446,0.7400722,0.84615386,0.9097473,1.0728745,0.84782606,0.8737151,0.89684814,0.91354465,1.0728477,0.8006993,0.46666667,0.337386,0.4858757,0.75535166,0.443038,0.74264705,0.5,0.761658,0.6390042,0.8337662,0.6593977,0.56161135,0.5201769,1.0,
000000000000000000fa_0,0.49711287,0.44509575,0.53463775,0.6870968,0.39203507,0.501006,0.86165416,1.031746,0.8701299,0.790393,0.7742947,0.90733594,0.7226994,0.9625468,1.0696864,0.8548387,0.8971428,0.88447654,0.9018692,1.0753623,0.76344085,0.29353234,0.46827793,0.6096096,0.45238096,0.73333335,0.58835757,0.6564103,0.45219886,0.66558444,0.5376458,0.44859812,0.4157461,1.0,
000000000000000000fb_0,0.49714595,0.53255427,1.0631579,0.86129034,0.8854626,1.068441,1.070529,1.1042655,1.1468927,0.8978102,0.878327,1.1396825,1.0658436,1.0288461,0.8685714,0.8173516,1.0363636,1.1182796,1.0451977,1.0764706,0.8888889,0.30827066,0.44802868,0.8235294,0.4962963,0.8730159,0.5145631,0.84659094,0.7491961,1.1265823,0.70300156,0.52415025,1.1234568,1.0,
000000000000000000fc_0,0.46288735,0.5307062,1.0453074,0.7936047,0.9818594,1.0524935,1.0458333,0.8897638,1.0887372,0.8467433,0.88505745,5.75,0.8109091,1.0655738,1.0244898,1.0921053,1.0352113,1.0247934,1.0297767,0.88758785,1.1388888,0.24409449,0.47468355,1.0664207,0.52112675,0.8867925,0.6216216,0.8927445,0.7540453,1.0642858,0.66374266,0.50038433,0.8066038,1.0,
000000000000000000fd_0,0.36873922,0.41462326,0.18348943,0.31540984,0.22057241,0.24800532,0.30095163,0.29249352,0.3508725,0.33642513,0.32906628,0.26907808,0.31098324,0.34825993,0.2986805,0.3090278,0.50043213,0.3249008,0.2791636,0.29130054,0.32695508,0.27220747,0.34643963,0.3916849,0.3521383,0.40023276,0.36546737,0.36880568,0.39756736,0.2760396,0.15910544,0.07133456,0.2988662,1.0,
000000000000000000fe_0,0.28538725,0.36818096,0.28379562,0.43181,0.3818373,0.30037686,0.28553987,0.32767457,0.21316017,0.2895977,0.28934625,0.31463128,0.37973896,0.34366035,0.1577298,0.44045678,0.3560575,0.3490566,0.33399308,0.30515674,0.35889208,0.23102866,0.3208431,0.33998668,0.17360444,0.16991736,0.07681446,0.37030247,0.3657548,0.36160138,0.051580697,0.16837782,0.24496096,1.0,
000000000000000000ff_0,0.18546233,0.2850297,0.069218986,0.42340928,0.39417177,0.21675855,0.26565465,0.3035894,0.2674976,0.4248542,0.28563684,0.3486037,0.23607533,0.2345023,0.21850534,0.41095462,0.2836528,0.24994111,0.326158,0.2268422,0.26169196,0.13202757,0.1594611,0.19803421,-4.6160948E-4,0.0704698,0.037430383,0.2575251,0.18380594,0.1973446,0.092345834,0.16065174,0.2071111,1.0,
00000000000000000100_0,0.5151515,0.4957165,1.0396825,0.96083915,0.7894737,0.8390411,0.8871332,1.0573249,0.83687943,1.524138,0.8807947,0.9447514,0.56079406,0.9741936,0.8695652,1.07,1.05,1.0899653,1.0441177,1.0262009,1.1388888,0.28,0.61904764,0.70711297,0.5319149,0.8446602,0.57522124,0.7291066,0.6405797,1.0896862,0.5314286,0.45641026,0.7532467,1.0,
